500 100
1 37 25
2 47 146
3 60 170
4 79 811
5 26 84
6 95 811
7 17 759
8 85 456
9 96 272
10 89 73
11 42 482
12 3 335
13 89 810
14 26 583
15 54 486
16 44 418
17 41 661
18 92 350
19 84 603
20 47 646
21 27 826
22 75 46
23 98 869
24 97 386
25 4 646
26 38 676
27 70 890
28 90 610
29 86 909
30 34 828
31 77 908
32 92 317
33 15 622
34 86 721
35 76 850
36 97 795
37 8 902
38 31 708
39 8 759
40 96 490
41 13 899
42 6 800
43 81 489
44 5 831
45 34 782
46 96 952
47 92 621
48 31 329
49 65 992
50 50 682
51 61 886
52 58 428
53 23 896
54 63 390
55 22 321
56 53 177
57 45 527
58 42 633
59 87 578
60 23 953
61 92 797
62 35 184
63 37 367
64 4 135
65 74 329
66 74 163
67 53 172
68 69 695
69 72 556
70 90 54
71 41 50
72 76 97
73 71 561
74 93 609
75 1 751
76 10 445
77 61 160
78 51 792
79 38 183
80 22 50
81 26 701
82 37 98
83 84 809
84 10 555
85 87 83
86 70 641
87 20 409
88 40 103
89 14 972
90 80 706
91 98 849
92 77 448
93 2 947
94 57 61
95 58 739
96 97 155
97 87 448
98 5 980
99 30 245
100 80 723
101 62 317
102 99 881
103 51 314
104 23 960
105 89 234
106 90 763
107 29 195
108 78 935
109 41 208
110 77 993
111 35 865
112 30 757
113 70 665
114 77 661
115 33 243
116 17 124
117 74 697
118 73 400
119 95 343
120 1 58
121 76 504
122 91 612
123 79 27
124 5 223
125 8 35
126 84 527
127 56 149
128 97 163
129 25 497
130 65 754
131 25 773
132 76 587
133 64 270
134 43 382
135 85 286
136 99 211
137 97 622
138 31 409
139 78 125
140 82 368
141 38 694
142 46 893
143 6 781
144 20 687
145 22 867
146 67 858
147 28 422
148 69 899
149 81 619
150 90 106
151 41 489
152 87 235
153 75 954
154 17 53
155 77 348
156 90 438
157 38 303
158 76 610
159 68 568
160 11 593
161 74 278
162 86 761
163 57 506
164 42 176
165 89 130
166 51 926
167 43 687
168 21 285
169 46 663
170 72 695
171 54 984
172 89 559
173 45 54
174 33 61
175 8 832
176 79 123
177 17 685
178 90 649
179 39 437
180 75 392
181 58 479
182 12 874
183 31 740
184 63 807
185 52 535
186 66 602
187 34 541
188 46 709
189 87 286
190 15 53
191 86 165
192 14 338
193 62 101
194 74 808
195 64 855
196 89 14
197 50 205
198 36 450
199 24 34
200 74 291
201 9 699
202 42 356
203 99 549
204 4 29
205 50 759
206 51 959
207 49 170
208 41 58
209 64 95
210 52 611
211 81 201
212 54 594
213 53 174
214 24 403
215 31 10
216 79 686
217 9 383
218 3 274
219 20 271
220 92 96
221 42 111
222 73 794
223 47 569
224 92 740
225 72 800
226 26 506
227 14 197
228 6 266
229 13 120
230 84 831
231 66 957
232 99 639
233 43 737
234 60 256
235 69 969
236 55 871
237 66 707
238 25 380
239 88 345
240 60 623
241 50 472
242 70 480
243 94 925
244 79 976
245 12 292
246 98 425
247 33 573
248 59 514
249 71 38
250 72 568
251 5 44
252 84 700
253 12 961
254 11 131
255 91 944
256 83 790
257 40 630
258 5 49
259 40 870
260 15 422
261 83 216
262 69 925
263 13 843
264 44 490
265 71 402
266 26 574
267 58 472
268 53 887
269 29 336
270 22 586
271 48 270
272 52 578
273 42 556
274 21 616
275 13 768
276 26 737
277 5 467
278 86 217
279 70 385
280 65 951
281 58 440
282 18 246
283 11 946
284 69 617
285 51 699
286 34 888
287 60 823
288 5 373
289 17 651
290 69 433
291 79 348
292 77 783
293 71 393
294 34 253
295 78 151
296 10 900
297 64 151
298 52 602
299 14 490
300 3 688
301 54 272
302 86 994
303 74 488
304 45 753
305 25 253
306 81 263
307 80 943
308 93 389
309 73 991
310 20 488
311 35 105
312 83 694
313 86 644
314 69 133
315 19 336
316 14 41
317 63 455
318 69 761
319 20 508
320 80 107
321 57 893
322 100 87
323 88 192
324 84 242
325 12 556
326 38 570
327 8 112
328 60 787
329 78 743
330 53 203
331 50 724
332 2 997
333 8 989
334 62 552
335 74 25
336 9 721
337 68 908
338 41 776
339 13 429
340 79 169
341 35 821
342 97 163
343 68 758
344 18 600
345 56 328
346 90 434
347 85 27
348 21 714
349 64 722
350 85 437
351 17 644
352 21 556
353 35 492
354 49 580
355 78 456
356 39 23
357 33 784
358 76 480
359 58 267
360 56 736
361 17 645
362 2 719
363 62 781
364 15 267
365 51 44
366 66 157
367 71 854
368 64 528
369 77 136
370 26 36
371 8 373
372 57 585
373 74 750
374 98 231
375 37 490
376 96 938
377 38 226
378 67 37
379 1 505
380 46 962
381 6 889
382 77 680
383 45 76
384 51 430
385 9 328
386 11 692
387 43 347
388 31 851
389 9 558
390 38 389
391 25 373
392 59 111
393 63 600
394 27 485
395 54 177
396 28 443
397 86 983
398 14 729
399 33 36
400 19 342
401 57 883
402 61 626
403 36 448
404 11 947
405 10 62
406 15 673
407 73 555
408 43 661
409 65 850
410 92 242
411 59 749
412 97 969
413 21 215
414 76 338
415 74 181
416 82 390
417 73 511
418 88 463
419 46 426
420 83 553
421 97 156
422 87 720
423 81 133
424 74 831
425 39 378
426 4 784
427 24 741
428 53 577
429 20 105
430 30 544
431 80 442
432 47 500
433 34 759
434 25 459
435 66 842
436 8 582
437 78 944
438 64 613
439 80 528
440 69 432
441 60 306
442 18 705
443 30 250
444 19 484
445 9 943
446 62 921
447 61 32
448 88 70
449 38 983
450 96 726
451 88 426
452 67 999
453 26 648
454 35 820
455 54 589
456 49 627
457 86 702
458 44 354
459 53 633
460 28 468
461 34 460
462 80 902
463 30 565
464 32 572
465 25 24
466 43 320
467 28 832
468 73 708
469 42 608
470 83 343
471 50 223
472 62 179
473 26 368
474 50 491
475 19 939
476 23 826
477 78 617
478 47 450
479 42 149
480 98 15
481 60 881
482 22 339
483 56 694
484 58 547
485 57 202
486 100 318
487 25 883
488 80 321
489 63 394
490 17 683
491 74 309
492 99 366
493 8 822
494 53 18
495 23 821
496 52 85
497 4 621
498 69 562
499 54 399
500 91 159
1 425 39
2 394 28
3 125 90
4 375 52
5 106 81
6 204 52
7 157 33
8 196 86
9 295 15
10 421 79
11 215 39
12 185 80
13 376 54
14 248 67
15 158 89
16 426 30
17 376 92
18 324 31
19 129 39
20 105 95
21 351 63
22 332 64
23 497 41
24 499 35
25 339 13
26 256 57
27 414 83
28 285 80
29 141 22
30 453 95
31 157 85
32 344 44
33 188 67
34 347 52
35 148 38
36 459 39
37 416 49
38 439 35
39 363 35
40 489 44
41 146 76
42 185 49
43 248 26
44 476 62
45 159 71
46 221 44
47 200 17
48 335 11
49 229 94
50 459 60
51 132 32
52 350 71
53 371 29
54 264 48
55 158 51
56 293 56
57 187 55
58 372 26
59 497 49
60 284 21
61 441 31
62 322 14
63 127 41
64 272 27
65 105 93
66 314 12
67 145 62
68 148 98
69 254 74
70 389 70
71 205 29
72 357 71
73 161 81
74 225 50
75 333 59
76 135 34
77 227 62
78 184 58
79 291 20
80 393 42
81 330 52
82 447 67
83 138 54
84 363 43
85 100 83
86 426 81
87 281 66
88 210 78
89 275 61
90 392 10
91 436 56
92 190 52
93 108 11
94 371 87
95 283 24
96 358 94
97 370 49
98 217 17
99 159 12
100 177 61
1 94 190 33
2 90 260
3 91 338 190 192 261
4 34 276 314 240 123
5 10 146 37 365 496 116
6 98 301 430 319 208 234
7 9 468 295
8 47 443 175
9 87 267 375
10 15 370 49
11 91 181 306
12 6 393 180 414 207 247
13 50 122
14 100 246 341 233 313
15 15 90 346 177
16 99 30 457 365 219
17 7 125 37 32 342
18 13 366
19 35 229 293 188 21 358
20 68 451
21 97 28 489 230 195 209
22 29 356 379 430 121 139
23 27 499
24 49 273 335 355 436
25 59 120 429 406 203 153
26 22 58
27 32 421
28 13 368 346 347 209 269
29 19 71 295 364
30 56 130 453 409 282 335
31 1 51 475 28 364
32 45 203 188 87 210
33 19 359
34 85 226 433
35 24 114
36 41 373 279 171 202 12
37 60 374 458 180
38 52 456 489 436
39 71 470 125 227 115 329
40 3 471 105 477 201 253
41 13 205 121
42 19 382 172 306 154 99
43 37 6
44 50 432
45 65 164 211 68
46 25 252 41 409 498 388
47 19 494 268
48 14 373 29 380 163 149
49 28 254 330 40 393
50 98 349 290 116 347 305
51 63 146 449 333
52 77 248
53 80 94
54 8 285
55 66 381 288 170 491 332
56 33 160 383 46 68 158
57 70 184 294 127
58 75 178 100 378 54
59 16 489 437 421 280 442
60 69 454 287 402 492 128
61 44 169 316 45 104
62 2 463 489 491
63 44 468
64 35 1 33
65 59 338 368 176 378 161
66 98 5 470 61
67 42 451 326
68 3 268 118 346
69 61 73 207 82
70 83 126 225 389
71 87 343
72 79 37 386 122
73 84 310
74 70 399 77 383 152
75 45 305 456
76 48 382 398 301
77 19 309 130 482
78 35 494 429
79 45 47
80 93 428 25 262
81 88 1 316 139 292
82 95 306
83 71 60
84 73 277 109 420
85 71 343
86 70 1 197 98 396 360
87 96 3
88 93 283 307 43 372 2
89 33 78 43 156 132
90 77 51 454 472
91 88 494 436 444 313 465
92 62 341 425 399
93 38 481 188
94 59 199 39 341 312
95 8 269
96 66 463 207 6 221 143
97 37 288 127
98 3 307 29 74 372
99 58 258
100 87 405 19 344 107 173
101 87 205 85 158 407
102 58 495
103 98 81
104 50 188 480 297
105 51 53
106 59 286 283
107 8 400 437 237
108 66 152
109 44 426
110 94 312 322
111 29 409 139 181 477 17
112 96 46 322 232 334 340
113 1 319 3 418 348 74
114 40 465 35 183
115 93 222
116 29 150 155 80
117 4 201
118 78 243 497
119 28 201 275
120 64 323 86 458 97
121 79 140 75
122 95 134 440 487 499
123 22 413 262 123
124 35 79 301 136 472
125 44 44 493 184 478
126 31 52 201 238 475 162
127 19 358 20 158
128 12 272 258 408 301
129 73 322 95 31 406
130 49 167 166 458 62
131 45 320 248 56 333
132 60 197 134 72 273 436
133 53 400
134 55 98
135 4 432 495 463 159
136 5 203 53 43
137 51 352 158 197 377
138 40 260 234 269 402 429
139 70 49 245
140 20 438 389
141 11 432 51 151 29
142 13 350 324 60 138
143 95 246
144 58 447 250 352
145 23 124
146 1 324 351
147 11 249 367 2 409
148 95 15 215 299 27 183
149 60 182 41 133
150 31 59 438 133
151 94 86 102
152 44 72 27 209 40
153 100 339 498
154 58 131 216 342 426 20
155 100 329 203 260 6 224
156 2 494
157 2 342 493 4 470 237
158 56 261 111 104 350
159 34 218 436 94 222 137
160 13 93 460 249 77
161 98 354 1 340
162 79 272 190 140 159
163 31 478 391 102
164 31 145 437
165 96 467 304 236 432 194
166 33 422 263
167 50 104 208
168 48 276
169 62 300
170 60 491 68 7 401
171 70 429
172 35 158
173 92 445 313 49 167 353
174 40 343 302 124 200 349
175 8 317 197
176 66 389
177 30 172 33 494
178 63 253
179 44 337 470 192 376 401
180 3 82 441 189
181 83 356 82 205 14 447
182 61 85 111
183 67 440 6
184 67 199 139
185 25 208 105 153 113 221
186 2 305 39 43 404 436
187 7 207
188 37 265 463
189 59 266 32 164 262
190 63 67 234
191 97 394 437 351
192 90 183 197 272 227 370
193 63 476 263 440
194 61 463 216
195 92 284 207 148 304 372
196 66 102 331 405
197 73 468 414 319 186
198 60 463
199 28 462
200 44 249 210 327 170
201 73 3 289
202 47 148 408 276 228 470
203 83 270 257
204 83 409 68 210
205 92 484 452
206 65 162 168 157
207 14 453 483 97
208 97 22 60 97 425
209 85 263 453
210 43 119 384 254
211 30 179 8 257 216
212 84 62 66
213 26 38
214 54 54
215 77 283 326 89 85 191
216 48 332
217 18 115 309
218 68 385 456 155 359
219 64 134 76 61 281 26
220 1 156 159 170 320 418
221 89 359 180 234 454
222 31 301 403 217 25
223 43 269 118 2 328 329
224 20 416 465 130
225 73 150
226 69 478 214 7
227 61 425 156 416 12
228 75 472
229 18 128 240 419 63
230 90 81
231 32 430 426 63 7
232 36 256
233 23 245 192 223 114
234 2 246 35 329
235 68 72 196
236 86 377 378 225
237 72 280 173 149 407 122
238 51 174
239 76 273 302 153 484 97
240 79 234
241 3 484 197 254 9
242 81 61 73 235 418
243 11 131 484 227 166
244 97 24 278 156 18 184
