1000 50
1 44 342
2 18 298
3 40 172
4 41 872
5 15 563
6 38 559
7 14 351
8 47 600
9 13 252
10 19 352
11 48 528
12 7 516
13 1 727
14 1 242
15 48 934
16 16 120
17 28 403
18 23 55
19 26 102
20 21 785
21 15 748
22 40 597
23 27 739
24 5 742
25 5 956
26 23 700
27 47 264
28 36 757
29 22 743
30 34 356
31 7 336
32 16 337
33 21 115
34 10 676
35 45 537
36 25 136
37 39 917
38 41 399
39 9 487
40 48 536
41 2 688
42 22 284
43 47 313
44 26 314
45 26 17
46 15 192
47 27 718
48 18 164
49 13 639
50 40 804
51 2 893
52 39 705
53 35 60
54 10 72
55 13 352
56 3 539
57 28 915
58 14 826
59 45 83
60 37 520
61 36 817
62 34 939
63 34 736
64 11 659
65 24 256
66 21 606
67 47 110
68 35 389
69 9 494
70 3 345
71 31 338
72 39 448
73 7 261
74 43 518
75 20 77
76 25 278
77 23 494
78 45 114
79 29 647
80 43 453
81 8 665
82 41 157
83 21 553
84 35 863
85 37 666
86 22 960
87 10 145
88 34 257
89 8 741
90 11 572
91 35 993
92 37 36
93 13 835
94 15 217
95 37 604
96 9 20
97 17 642
98 47 495
99 28 337
100 2 688
101 49 575
102 27 525
103 2 594
104 32 365
105 35 449
106 5 803
107 18 37
108 25 159
109 25 783
110 32 653
111 27 950
112 46 855
113 45 920
114 17 914
115 30 508
116 43 437
117 21 700
118 19 929
119 48 121
120 15 589
121 10 15
122 48 111
123 50 938
124 41 307
125 14 618
126 18 679
127 19 205
128 12 936
129 37 957
130 46 355
131 23 228
132 41 945
133 12 957
134 47 764
135 40 926
136 42 571
137 35 753
138 37 234
139 16 94
140 21 504
141 20 688
142 42 263
143 21 497
144 20 952
145 8 909
146 33 748
147 49 524
148 49 27
149 42 336
150 43 956
151 28 109
152 11 127
153 10 809
154 47 755
155 31 338
156 27 469
157 3 10
158 3 534
159 10 493
160 19 276
161 33 520
162 42 673
163 50 861
164 21 11
165 13 270
166 22 997
167 10 710
168 41 816
169 36 934
170 15 666
171 26 642
172 11 514
173 19 197
174 24 541
175 33 676
176 48 625
177 27 39
178 31 911
179 13 233
180 1 641
181 28 25
182 17 354
183 9 922
184 11 777
185 47 22
186 28 359
187 9 269
188 16 979
189 30 857
190 31 212
191 43 292
192 23 918
193 43 527
194 20 364
195 8 198
196 30 121
197 22 758
198 17 734
199 43 57
200 31 769
201 38 101
202 46 774
203 1 747
204 37 394
205 11 774
206 28 501
207 8 338
208 5 185
209 47 80
210 16 365
211 41 105
212 5 975
213 15 316
214 1 347
215 2 55
216 46 921
217 30 617
218 38 509
219 31 478
220 21 534
221 22 98
222 31 253
223 9 906
224 16 667
225 46 446
226 34 25
227 26 831
228 14 136
229 19 392
230 28 667
231 4 774
232 9 923
233 44 227
234 19 977
235 42 993
236 49 487
237 11 758
238 10 225
239 2 73
240 3 538
241 3 900
242 22 511
243 39 68
244 45 11
245 35 220
246 8 858
247 6 813
248 39 227
249 34 441
250 17 917
251 39 372
252 27 969
253 26 537
254 47 191
255 18 68
256 41 849
257 50 88
258 11 515
259 12 80
260 10 447
261 5 279
262 7 133
263 16 622
264 5 22
265 3 673
266 14 155
267 28 712
268 44 282
269 18 823
270 18 509
271 3 425
272 16 210
273 22 265
274 30 654
275 22 51
276 43 318
277 27 711
278 7 861
279 49 918
280 6 294
281 21 469
282 13 817
283 17 141
284 25 683
285 21 501
286 40 986
287 29 82
288 8 307
289 45 62
290 40 729
291 45 872
292 2 884
293 50 218
294 31 937
295 43 499
296 30 148
297 27 25
298 33 910
299 24 563
300 44 744
301 15 248
302 38 466
303 48 208
304 30 32
305 34 451
306 15 964
307 8 10
308 30 769
309 26 435
310 27 777
311 42 258
312 19 921
313 8 681
314 13 510
315 35 475
316 13 421
317 48 193
318 20 533
319 35 208
320 18 710
321 16 471
322 17 344
323 20 246
324 23 915
325 13 314
326 46 984
327 1 852
328 16 679
329 36 218
330 18 547
331 5 253
332 47 26
333 16 298
334 25 754
335 48 952
336 2 859
337 1 769
338 7 503
339 23 44
340 38 816
341 14 82
342 22 846
343 1 403
344 7 126
345 31 177
346 47 896
347 44 82
348 37 267
349 15 185
350 3 758
351 4 741
352 2 173
353 21 100
354 43 553
355 40 530
356 32 977
357 46 279
358 33 714
359 46 999
360 30 502
361 36 866
362 15 190
363 39 425
364 10 748
365 9 998
366 47 799
367 48 790
368 19 991
369 11 823
370 8 942
371 48 499
372 38 430
373 37 28
374 44 123
375 13 173
376 32 427
377 16 856
378 12 863
379 13 251
380 6 484
381 31 314
382 50 178
383 45 610
