1000 2
1 1 12
2 1 437
3 1 785
4 2 481
5 1 818
6 1 441
7 1 410
8 2 649
9 2 284
10 2 27
11 1 351
12 1 636
13 2 836
14 2 559
15 2 895
16 2 311
17 2 364
18 2 787
19 1 172
20 1 725
21 2 12
22 1 498
23 2 46
24 1 371
25 2 623
26 1 435
27 1 48
28 1 317
29 1 615
30 2 436
31 2 600
32 2 212
33 1 783
34 2 806
35 1 846
36 1 333
37 2 636
38 2 697
39 2 580
40 2 452
41 2 529
42 2 916
43 1 248
44 1 537
45 2 212
46 2 507
47 2 514
48 1 255
49 2 882
50 2 147
51 2 39
52 1 205
53 2 991
54 2 731
55 2 206
56 1 590
57 2 47
58 2 550
59 2 956
60 1 61
61 1 212
62 1 679
63 1 698
64 1 19
65 1 738
66 1 712
67 2 50
68 2 814
69 1 560
70 2 824
71 2 697
72 2 289
73 2 745
74 1 62
75 1 297
76 1 528
77 1 214
78 2 291
79 2 446
80 1 85
81 1 374
82 1 593
83 1 935
84 1 617
85 2 34
86 2 440
87 1 136
88 1 400
89 2 175
90 2 505
91 2 547
92 1 798
93 1 600
94 1 531
95 1 212
96 2 71
97 2 929
98 1 205
99 2 902
100 2 42
101 2 310
102 1 916
103 2 28
104 1 21
105 2 576
106 1 604
107 2 788
108 1 741
109 1 640
110 2 355
111 1 474
112 2 727
113 1 223
114 2 580
115 1 920
116 1 627
117 2 997
118 2 483
119 2 752
120 1 877
121 1 205
122 1 73
123 2 812
124 2 658
125 1 672
126 2 251
127 2 490
128 1 692
129 1 999
130 2 65
131 2 14
132 1 458
133 2 490
134 2 722
135 1 610
136 1 334
137 1 407
138 1 881
139 2 359
140 2 618
141 2 542
142 2 117
143 2 582
144 2 864
145 1 571
146 1 511
147 2 793
148 2 831
149 2 64
150 1 568
151 1 321
152 2 946
153 1 300
154 2 372
155 2 119
156 2 206
157 2 657
158 1 481
159 1 955
160 2 516
161 2 213
162 1 735
163 1 827
164 2 332
165 2 688
166 1 735
167 1 952
168 1 800
169 2 646
170 1 526
171 1 654
172 2 991
173 1 612
174 1 905
175 1 897
176 2 165
177 1 923
178 1 465
179 2 590
180 1 685
181 2 208
182 1 680
183 2 601
184 2 202
185 2 725
186 1 538
187 1 750
188 1 502
189 1 959
190 2 842
191 1 67
192 2 977
193 2 749
194 2 983
195 2 664
196 1 879
197 1 672
198 1 262
199 2 682
200 1 207
201 1 450
202 2 658
203 1 590
204 2 193
205 2 808
206 1 722
207 2 391
208 1 161
209 2 570
210 1 744
211 1 590
212 1 64
213 1 952
214 2 687
215 2 381
216 2 939
217 1 989
218 1 905
219 2 409
220 2 155
221 2 342
222 1 430
223 1 552
224 2 609
225 2 490
226 1 750
227 2 822
228 2 843
229 2 918
230 2 322
231 2 735
232 1 86
233 2 362
234 2 280
235 1 204
236 2 621
237 2 677
238 2 25
239 2 144
240 1 413
241 1 46
242 2 478
243 2 887
244 2 641
245 2 787
246 2 120
247 1 56
248 2 732
249 2 52
250 1 405
251 2 201
252 1 419
253 2 517
254 2 682
255 2 514
256 1 490
257 2 907
258 1 460
259 2 358
260 1 687
261 2 734
262 1 434
263 2 52
264 2 11
265 1 301
266 2 175
267 2 265
268 1 555
269 2 146
270 2 351
271 2 355
272 2 236
273 2 516
274 2 144
275 2 726
276 2 68
277 2 578
278 1 34
279 2 385
280 2 292
281 1 147
282 1 481
283 2 798
284 2 590
285 1 706
286 2 76
287 1 772
288 2 710
289 2 429
290 1 355
291 2 278
292 2 103
293 2 344
294 1 387
295 1 50
296 1 146
297 2 818
298 2 614
299 1 757
300 2 119
301 1 751
302 1 344
303 1 960
304 1 285
305 1 604
306 2 22
