2000 2
1 2 190
2 1 934
3 1 329
4 2 474
5 2 169
6 2 571
7 1 475
8 1 312
9 1 717
10 1 940
11 2 448
12 1 372
13 2 553
14 1 528
15 2 410
16 1 376
17 1 882
18 1 980
19 2 685
20 2 681
21 1 230
22 1 475
23 2 963
24 1 408
25 1 926
26 2 298
27 1 520
28 1 785
29 2 343
30 2 142
31 1 675
32 1 349
33 2 285
34 2 552
35 1 215
36 1 274
37 2 580
38 1 977
39 1 508
40 2 237
41 2 974
42 2 214
43 2 803
44 2 38
45 2 605
46 1 377
47 2 582
48 2 798
49 2 527
50 1 663
51 1 279
52 2 218
53 2 945
54 1 651
55 1 875
56 1 755
57 2 649
58 2 82
59 2 921
60 2 412
61 1 182
62 2 305
63 2 524
64 2 787
65 1 59
66 1 988
67 2 638
68 2 863
69 1 364
70 2 22
71 1 72
72 1 118
73 1 740
74 1 409
75 1 206
76 1 776
77 2 603
78 2 616
79 2 744
80 1 930
81 2 614
82 2 44
83 1 93
84 2 208
85 1 268
86 2 801
87 2 259
88 1 708
89 2 644
90 1 870
91 1 717
92 2 991
93 1 530
94 2 806
95 1 244
96 2 564
97 2 257
98 1 601
99 2 870
100 2 723
101 2 877
102 1 430
103 2 553
104 2 710
105 2 828
106 2 760
107 1 249
108 1 715
109 2 174
110 2 43
111 2 227
112 2 737
113 2 871
114 1 385
115 2 298
116 2 204
117 2 573
118 2 584
119 1 841
120 2 771
121 2 347
122 2 618
123 1 756
124 1 15
125 2 533
126 2 368
127 2 782
128 1 765
129 1 325
130 1 208
131 1 507
132 1 419
133 2 97
134 2 942
135 2 586
136 1 275
137 1 608
138 2 666
139 1 502
140 1 160
141 2 154
142 2 963
143 2 506
144 1 780
145 1 570
146 1 539
147 1 304
148 2 486
149 2 479
150 2 827
151 1 813
152 2 843
153 1 640
154 2 626
155 1 137
156 1 591
157 2 540
158 2 163
159 2 299
160 2 379
161 2 163
162 1 715
163 2 741
164 1 578
165 2 704
166 1 995
167 2 563
168 1 531
169 2 872
170 1 770
171 2 150
172 2 583
173 1 615
174 2 987
175 1 806
176 2 83
177 1 419
178 2 979
179 1 164
180 1 723
181 1 911
182 1 483
183 1 384
184 1 942
185 1 335
186 1 314
187 1 377
188 1 820
189 1 865
190 2 276
191 2 418
192 2 728
193 1 506
194 1 255
195 1 751
196 2 357
197 1 35
198 2 84
199 1 47
200 1 361
201 1 91
202 2 477
203 2 170
204 1 32
205 1 418
206 2 810
207 2 927
208 2 982
209 2 358
210 1 307
211 1 77
212 2 132
213 2 335
214 2 796
215 2 360
216 2 182
217 1 153
218 2 72
219 1 492
220 1 473
221 2 818
222 2 769
223 2 860
224 1 958
225 1 667
226 2 707
227 2 161
228 2 808
229 1 924
230 1 867
231 1 310
232 2 115
233 1 327
234 2 25
235 2 843
236 2 756
237 1 362
238 1 865
239 2 784
240 2 908
241 1 78
242 2 859
243 1 190
244 1 768
245 1 337
246 1 183
247 2 640
248 2 174
249 1 129
250 2 540
251 2 526
252 2 235
253 1 616
254 2 672
255 2 614
256 2 770
257 2 411
258 1 544
259 2 261
260 1 532
261 2 456
262 1 976
263 2 175
264 2 576
265 1 877
266 1 213
267 1 524
268 2 66
269 1 62
270 1 938
271 1 902
272 1 219
273 1 738
274 2 968
275 2 860
276 2 714
277 1 827
278 1 498
279 2 796
280 2 167
281 1 613
282 1 804
283 2 662
284 2 871
285 2 751
286 2 624
287 2 513
288 2 608
289 2 520
290 1 313
291 1 763
292 1 796
293 1 186
294 1 580
295 2 495
296 2 717
297 1 626
298 2 454
299 1 847
300 2 177
301 1 140
302 2 284
303 2 940
304 2 742
305 1 684
306 2 402
307 1 565
308 1 206
309 2 862
310 1 704
311 1 77
312 1 161
313 1 202
314 1 219
315 1 58
316 1 342
317 2 727
318 2 919
319 2 423
320 2 887
321 2 321
322 2 963
323 1 602
324 1 265
325 2 741
326 1 188
327 2 198
328 1 579
329 1 850
330 2 277
331 1 916
332 1 124
333 2 647
334 2 991
335 1 33
336 1 502
337 2 511
338 2 362
339 1 34
340 2 82
341 2 936
