101 50
1 30 707
2 41 686
3 9 641
4 17 403
5 31 344
6 9 783
7 22 855
8 31 771
9 33 471
10 9 351
11 26 442
12 15 234
13 43 383
14 4 576
15 17 205
16 7 98
17 41 337
18 29 642
19 21 533
20 40 358
21 43 407
22 32 853
23 1 445
24 6 160
25 14 421
26 36 94
27 39 42
28 10 962
29 27 762
30 38 846
31 39 705
32 2 481
33 19 357
34 20 117
35 35 304
36 33 244
37 18 486
38 38 722
39 1 387
40 35 832
41 15 492
42 39 560
43 24 25
44 39 834
45 32 526
46 39 460
47 21 969
48 22 620
49 38 103
50 16 500
51 17 719
52 37 201
53 25 507
54 21 702
55 41 329
56 9 69
57 47 15
58 35 528
59 38 547
60 10 15
61 2 341
62 40 879
63 40 991
64 26 179
65 21 546
66 2 611
67 16 239
68 44 502
69 31 710
70 41 822
71 29 599
72 16 923
73 18 710
74 4 129
75 40 664
76 28 251
77 13 778
78 5 873
79 25 607
80 16 85
81 32 423
82 48 454
83 21 831
84 46 528
85 11 988
86 44 915
87 33 662
88 21 735
89 23 384
90 35 946
91 41 349
92 11 962
93 45 120
94 1 845
95 9 142
96 43 360
97 44 630
98 13 480
99 4 113
100 7 924
101 49 613
1 267 92
2 470 75
3 293 89
4 483 60
5 199 17
6 262 86
7 104 98
8 429 21
9 441 93
10 230 19
11 224 24
12 131 75
13 181 70
14 175 11
15 177 30
16 417 21
17 124 10
18 188 40
19 234 61
20 139 75
21 328 83
22 413 24
23 342 29
24 398 49
25 419 38
26 309 94
27 363 15
28 495 48
29 368 27
30 270 97
31 271 56
32 142 10
33 150 90
34 286 50
35 331 95
36 219 87
37 232 98
38 239 13
39 436 22
40 494 44
41 101 62
42 308 74
43 219 34
44 148 37
45 365 16
46 425 62
47 194 100
48 239 75
49 435 74
50 460 44
1 32 50 3 9 54
2 46 50 77 63 35
3 43 17 7 66 87 67
4 24 12 92 6 66
5 7 75 89 70 45
6 23 1
7 38 57 14 64 73
8 31 84
9 12 43 3 87 10
10 34 85 17
11 2 44 93 77
12 43 75 6 43 1 87
13 41 5 29 62 97
14 42 24 60 41 52
15 21 3 67 16
16 20 9 46 47 60 19
17 12 94 71 27 89
18 31 88
19 14 82
20 50 55 81 3
21 39 85 69 74 31 60
22 45 27 89 81 70
23 7 30 62 73 3 49
24 48 82 78
25 1 14 43 96 11 51
26 36 89 55 16
27 39 42 77 96
28 42 27 53 80 95 45
29 12 92 79 28 42 55
30 37 8 101
31 12 69 71 101 88
32 4 101 65
33 25 75
34 31 40 72 45 99 17
35 26 48 73 5 14 30
36 32 100 55 66 27 28
37 18 19
38 27 83
39 9 55
40 39 83 78 49 81 70
41 26 7 74 56
42 47 95 32 19
43 7 95 37
44 20 80 15
45 5 86
46 26 84 40 56 37
47 48 46 16 67
48 38 7 2 73
49 26 96 11 17
50 14 81 28
51 34 56 52
52 14 11
53 12 76 36 80
54 46 94 6 19 61 1
55 3 41 72 79 35 76
56 45 38
57 50 71 18
58 35 27 55 48 47 16
59 36 47 5 54 100 17
60 24 16 75
61 5 25 36
62 25 42 45 39 13 4
63 8 59
64 1 4
65 8 40 28 24 54
66 10 44 39
67 45 74 24 25
68 30 10
69 48 70 91 95
70 15 63 34 41 30 92
71 16 34 95 13
72 33 77 50 24 14 76
73 3 77 86 57
74 6 56 72 85
75 12 21 53 100
76 40 2 92
77 48 79 5 32 40
78 47 80 48 11
79 14 57 100 95
80 22 11 55 91 90 58
81 44 10 50 42
82 44 53 51 37
83 35 12
84 25 10 17
85 44 97 79 62
86 10 28 101 99 76
87 22 6 13 50
88 16 39 32
89 5 15 41 28 18 11
90 3 41 17 96
91 50 62 6 27 87 72
92 17 13
93 15 40 1 12
94 46 68
95 1 94 8 30
96 34 20
97 33 32 65
98 40 23 30 8 56
99 17 48 5 77
100 49 67
101 35 56
102 17 13 52
103 2 58
104 47 96 38 5 57 27
105 33 19 38 73
106 19 64 10
107 34 53 19 35 33 67
108 46 77 73
109 18 85 58 56 43
110 46 43 28 2
111 47 17 37 46 66
112 39 44
113 38 52 23
114 19 68 43 89 16 32
115 4 5 71
116 21 78 99
117 41 46 1 59
118 23 38 90
119 30 16 39 91 47
120 23 82
121 30 80 78 46 42 61
122 38 24 19 10 81 70
123 7 71 23
124 39 29
125 48 87 13 93 24 71
126 12 91 27 17 48
127 35 6 30 34 44 41
128 30 84
129 33 42 36 11 29
130 1 82 74 81 1
131 4 47
132 32 27 36 30
133 23 66 53 52
134 12 52 18 17
135 38 97
136 40 32 64 62 80
137 6 86 34
138 24 60 87 94 12
139 30 89
140 31 100
141 46 51
142 12 88 98 31
143 44 43 79
144 7 3 20 39 47 21
145 23 58 42 86 52 49
146 42 77 35 73 46 7
147 5 29 51
148 47 59 11 88 66 100
149 21 86 12
150 5 80 68 6
151 46 33 91
152 29 68 97 89
153 3 58 72 43 42
