1000 100
1 67 735
2 12 511
3 9 54
4 94 194
5 47 595
6 6 317
7 100 301
8 45 675
9 63 756
10 88 204
11 31 157
12 37 764
13 73 336
14 91 749
15 56 423
16 51 170
17 7 965
18 55 880
19 26 436
20 37 722
21 89 216
22 7 812
23 52 624
24 32 350
25 7 139
26 29 522
27 89 792
28 2 755
29 50 622
30 42 501
31 12 315
32 69 54
33 90 607
34 25 825
35 96 414
36 41 192
37 71 600
38 34 888
39 81 241
40 4 560
41 33 672
42 78 565
43 79 416
44 6 765
45 69 47
46 26 502
47 50 672
48 2 798
49 90 131
50 67 378
51 53 614
52 67 996
53 78 46
54 20 249
55 65 504
56 37 199
57 50 50
58 5 562
59 33 842
60 13 913
61 66 737
62 67 271
63 45 243
64 71 481
65 25 615
66 62 46
67 88 334
68 2 330
69 60 675
70 31 446
71 62 564
72 20 872
73 57 195
74 74 338
75 93 721
76 29 652
77 84 526
78 74 875
79 44 544
80 46 640
81 43 519
82 41 787
83 37 77
84 73 497
85 62 768
86 64 370
87 64 735
88 57 946
89 91 440
90 60 688
91 73 944
92 88 548
93 97 358
94 70 597
95 12 531
96 45 749
97 65 667
98 29 896
99 100 697
100 35 706
101 34 290
102 72 25
103 39 11
104 95 872
105 20 626
106 92 945
107 4 458
108 93 122
109 73 498
110 85 639
111 89 782
112 64 253
113 12 600
114 62 248
115 12 351
116 73 249
117 4 862
118 92 525
119 16 396
120 74 945
121 76 263
122 18 343
123 62 957
124 76 591
125 41 915
126 53 305
127 9 455
128 4 850
129 83 440
130 41 354
131 83 171
132 62 743
133 49 59
134 49 646
135 86 644
136 81 153
137 26 954
138 83 393
139 16 339
140 69 951
141 67 629
142 90 971
143 80 345
144 44 887
145 46 425
146 64 523
147 16 1000
148 27 712
149 56 609
150 82 853
151 30 499
152 66 903
153 48 834
154 4 656
155 83 701
156 93 14
157 99 787
158 98 974
159 61 245
160 34 541
161 24 469
162 72 14
163 42 819
164 11 244
165 65 601
166 11 652
167 43 424
168 30 978
169 35 715
170 30 288
171 43 872
172 30 449
173 28 141
174 54 511
175 57 152
176 44 972
177 5 993
178 29 88
179 50 576
180 90 43
181 75 716
182 24 710
183 26 57
184 81 222
185 15 729
186 72 480
187 98 249
188 45 609
189 86 933
190 55 568
191 18 80
192 85 578
193 45 636
194 9 873
195 53 857
196 61 120
197 91 306
198 40 764
199 100 219
200 30 80
201 9 490
202 7 72
203 55 904
204 30 979
205 93 898
206 42 832
207 16 321
208 17 642
209 88 944
210 85 453
211 31 680
212 55 695
213 55 649
214 88 791
215 74 808
216 21 846
217 52 497
218 33 196
219 19 384
220 90 624
221 10 418
222 69 321
223 82 75
224 32 225
225 54 746
226 83 156
227 7 832
228 66 600
229 82 611
230 49 711
231 1 940
232 9 466
233 82 504
234 31 253
235 58 254
236 92 633
237 9 821
238 16 157
239 1 138
240 55 355
241 47 906
242 46 223
243 47 626
244 54 706
245 92 280
246 66 178
247 28 937
248 17 895
249 55 814
250 3 941
251 6 916
252 41 859
253 62 431
254 17 846
255 62 634
256 62 187
257 17 456
258 36 803
259 30 967
260 64 294
261 46 627
262 74 682
263 38 168
264 19 735
265 61 355
266 86 413
267 59 596
268 12 37
269 75 400
270 71 520
271 95 536
272 65 241
273 27 682
274 28 265
275 2 678
276 39 568
277 17 394
278 20 477
279 57 338
280 34 542
281 63 748
282 22 295
283 88 416
284 27 55
285 78 78
286 18 498
287 45 116
288 35 515
289 9 152
290 25 636
291 43 286
292 100 889
293 26 634
294 8 802
295 65 239
296 48 275
297 46 774
298 92 407
299 92 552
300 97 648
301 93 248
302 19 339
303 89 993
304 26 506
305 68 391
306 67 52
307 19 743
308 5 771
309 46 280
310 93 773
311 76 831
312 72 104
313 78 926
314 99 91
315 37 725
316 11 680
317 23 976
318 30 669
319 13 801
320 36 175
321 20 711
322 65 640
323 16 752
324 74 462
325 25 118
326 74 759
327 5 607
328 50 332
329 51 894
330 80 23
331 78 830
332 37 593
333 72 68
334 93 580
335 64 485
336 9 438
337 63 608
338 92 912
339 41 711
340 83 880
341 72 402
342 97 933
343 27 107
344 99 11
345 7 907
346 20 676
347 30 649
348 28 661
349 78 615
350 73 418
351 68 576
352 47 237
353 63 322
354 42 188
355 34 818
356 51 90
357 99 467
358 80 193
359 99 774
360 95 379
361 94 886
362 68 19
363 61 744
364 69 371
365 14 331
366 30 318
367 90 785
368 8 208
369 76 606
370 27 187
371 95 541
372 46 713
373 69 25
374 69 650
375 95 369
376 41 874
377 34 208
378 8 181
379 52 235
380 59 601
381 94 472
382 68 381
383 22 900
384 94 895
385 3 395
386 99 159
387 47 346
388 50 482
389 42 578
390 71 278
391 18 618
392 51 502
393 47 133
394 9 491
395 81 141
396 58 399
397 53 621
398 40 36
399 72 698
400 94 470
401 25 54
402 15 609
403 44 555
404 20 390
405 59 59
406 76 124
407 43 735
408 79 470
409 98 184
410 78 26
411 9 847
412 37 37
413 56 664
414 46 189
415 64 944
416 77 506
417 100 763
418 73 223
419 20 923
420 87 608
421 36 453
422 32 870
423 88 180
424 96 255
425 13 848
426 18 926
427 46 87
428 16 305
429 4 876
430 63 745
431 96 570
432 46 601
433 21 29
434 18 476
435 40 30
436 90 344
437 81 49
438 78 645
439 33 779
440 65 900
441 91 916
442 66 630
443 58 145
444 63 14
445 51 732
446 51 388
447 53 732
448 43 518
449 27 966
450 55 315
451 17 660
452 50 179
453 100 261
454 62 35
455 86 727
456 42 435
457 35 131
458 76 654
459 97 930
460 87 854
461 16 70
462 94 104
463 77 310
464 2 978
465 27 683
466 94 670
467 98 897
468 89 240
469 73 966
470 67 860
471 96 212
472 43 10
473 37 672
474 75 601
475 98 886
476 30 341
477 60 185
478 66 373
479 100 154
480 9 907
481 41 947
482 94 333
483 50 86
484 42 806
485 55 682
486 24 298
487 27 593
488 9 216
489 18 113
490 72 71
491 53 394
492 82 713
493 44 324
494 89 610
495 77 446
496 36 569
497 48 194
498 36 459
499 60 231
500 74 483
501 56 994
502 66 61
503 71 361
504 12 761
505 96 882
506 10 750
507 86 871
508 55 579
509 2 411
510 25 289
511 26 84
512 15 477
513 44 751
514 60 892
515 81 626
516 37 711
517 60 269
518 13 537
519 75 990
520 63 133
521 14 587
522 79 307
523 60 691
524 69 321
525 28 286
526 92 471
527 40 610
528 39 969
529 81 577
530 26 512
531 86 212
532 82 78
533 22 99
534 45 670
535 90 701
536 99 269
537 83 896
538 27 530
539 8 112
540 16 440
541 84 436
542 39 480
543 19 140
544 12 96
545 80 502
546 46 817
547 43 876
548 52 977
549 39 564
550 20 442
551 53 191
552 62 513
553 72 492
554 71 825
555 16 238
556 23 410
557 93 518
558 78 207
559 21 987
560 55 588
561 17 348
562 60 354
563 24 804
564 80 984
565 23 951
566 99 125
567 7 252
568 67 852
569 21 169
570 9 523
571 12 537
572 55 327
573 22 713
574 50 481
575 84 628
576 59 780
577 1 301
578 49 764
579 19 849
580 10 348
581 62 533
582 28 244
583 50 627
584 26 689
585 56 446
586 2 453
587 46 477
588 60 995
589 74 586
590 55 92
591 70 331
592 83 810
593 91 116
594 73 809
595 48 910
596 12 735
597 88 783
598 48 902
599 73 905
600 39 925
601 24 160
602 67 945
603 99 467
604 26 257
605 63 602
606 48 55
607 59 350
608 89 639
609 37 149
610 26 144
611 28 531
612 52 789
613 74 580
614 34 255
615 64 663
616 98 93
617 36 788
618 64 116
619 58 893
620 84 913
621 78 457
622 16 350
623 39 168
624 60 561
625 96 860
626 91 30
627 38 785
628 93 422
629 16 728
630 30 58
631 84 787
632 20 762
633 95 100
634 16 977
635 98 844
636 51 555
637 9 880
638 93 814
639 34 679
640 49 312
641 15 51
642 68 921
643 25 508
644 65 595
645 61 88
646 28 680
647 8 523
648 64 514
649 60 385
650 100 725
651 51 752
652 66 536
653 55 325
654 93 397
655 48 705
656 84 933
657 66 793
658 80 495
659 15 492
660 99 176
661 44 850
662 33 337
663 57 341
664 51 71
665 1 750
666 15 87
667 69 901
668 8 514
669 42 252
670 15 497
671 99 859
672 5 930
673 13 747
674 80 362
675 45 492
676 33 322
677 82 984
678 89 569
679 95 726
680 9 468
681 9 639
682 8 702
683 61 280
684 63 662
685 12 109
686 45 402
687 10 729
688 13 339
689 50 121
690 81 81
691 73 813
692 74 672
693 2 434
694 37 789
695 5 920
696 3 451
697 20 437
698 32 289
699 15 595
700 78 914
701 70 725
702 8 95
703 40 397
704 75 979
705 68 924
706 27 112
707 63 972
708 51 274
709 1 931
710 55 838
711 86 422
712 87 146
713 59 495
714 31 384
715 73 754
716 2 91
717 82 233
718 98 157
719 32 817
720 56 570
721 81 674
722 20 91
723 44 960
724 14 742
725 92 138
726 25 632
727 74 113
728 14 491
729 47 864
730 30 950
731 42 651
732 40 106
733 64 103
734 71 862
735 90 295
736 35 69
737 76 106
738 12 493
739 2 65
740 78 826
741 87 702
742 83 25
743 12 79
744 61 838
745 84 700
746 72 378
747 44 301
748 2 235
749 41 655
750 17 726
751 67 139
752 46 529
753 57 235
754 25 314
755 8 766
756 97 206
757 38 307
758 71 181
759 23 368
760 57 483
761 26 875
762 2 460
763 43 292
764 46 403
765 5 648
766 2 406
767 41 968
768 57 294
769 44 690
770 56 873
771 51 889
772 82 871
773 48 937
774 39 213
775 83 779
776 64 220
777 24 617
778 52 547
779 77 331
780 37 665
781 58 18
782 37 115
783 63 546
784 21 521
785 53 885
786 91 168
787 29 970
788 42 23
789 29 187
790 64 600
791 32 542
792 42 973
793 10 307
794 67 154
795 23 442
796 5 326
797 23 926
798 93 475
799 93 184
800 70 812
801 13 266
802 11 459
803 85 937
804 83 202
805 92 125
806 55 930
807 53 858
808 50 997
809 35 764
810 33 177
811 70 768
812 82 263
813 75 25
814 6 10
815 62 855
816 29 934
817 48 591
818 21 80
819 99 295
820 62 165
821 1 437
822 75 913
823 50 917
824 94 597
825 57 378
826 65 339
827 4 804
828 59 117
829 38 475
830 48 398
831 28 325
832 17 942
833 75 251
834 80 242
835 14 946
836 56 203
837 1 361
838 69 152
839 81 750
840 27 268
841 4 493
842 99 460
843 54 584
844 49 444
845 39 721
846 13 328
847 34 45
848 92 595
849 93 615
850 33 332
851 29 891
852 20 342
853 92 836
854 46 258
855 8 419
856 22 847
857 38 480
858 69 318
859 83 238
860 75 375
861 69 443
862 57 790
863 16 888
864 97 62
865 77 896
866 40 529
867 35 484
868 45 803
869 56 226
870 32 163
871 64 808
872 38 315
873 10 509
874 21 25
875 96 222
876 99 656
877 96 776
878 2 547
879 33 411
880 84 641
881 17 819
882 66 741
883 68 307
884 7 920
885 76 492
886 89 584
887 9 898
888 39 484
889 61 294
890 21 582
891 72 357
892 27 344
893 36 888
894 1 512
895 6 264
896 7 797
897 14 861
898 95 784
899 43 674
900 32 751
901 88 646
902 4 520
903 25 387
904 91 257
905 53 237
906 10 409
907 90 690
908 34 809
909 20 622
910 17 127
911 52 893
912 43 605
913 36 65
914 59 449
915 1 61
916 40 206
917 32 70
918 27 283
919 63 155
920 54 146
921 82 16
922 14 877
923 90 50
924 64 966
925 41 581
926 48 526
927 51 43
928 53 53
929 80 478
930 90 194
931 6 397
932 50 890
933 28 532
934 82 480
935 87 679
936 66 87
937 5 344
938 21 272
939 31 121
940 39 40
941 41 920
942 27 929
943 5 663
944 40 381
945 22 725
946 31 604
947 72 161
948 57 144
949 7 135
950 63 245
951 14 806
952 66 60
953 90 900
954 81 91
955 41 965
956 14 525
957 79 410
958 8 268
959 63 602
960 68 416
961 36 733
962 64 836
963 96 989
964 17 613
965 22 625
966 79 577
967 51 957
968 85 963
969 75 78
970 68 741
971 62 212
972 40 487
973 3 21
974 4 360
975 80 283
976 35 459
977 47 501
978 55 74
979 86 153
980 99 320
981 22 841
982 85 680
983 28 978
984 36 26
985 84 379
986 61 333
987 78 837
988 91 588
989 46 282
990 86 569
991 64 937
992 78 204
993 52 245
994 32 896
995 70 552
996 27 927
997 37 190
998 85 969
999 21 76
1000 97 474
1 268 49
2 235 61
3 121 52
4 150 15
5 428 94
6 312 64
7 361 99
8 416 93
9 320 93
10 144 72
11 402 82
12 431 76
13 232 36
14 471 74
15 197 45
16 439 61
17 150 42
18 255 46
19 360 68
20 445 18
21 139 25
22 162 21
23 285 18
24 491 99
25 402 56
26 214 40
27 207 37
28 323 79
29 363 16
30 375 82
31 468 66
32 289 77
33 270 62
34 332 99
35 373 91
36 354 78
37 476 17
38 497 93
39 481 40
40 227 43
41 431 92
42 304 29
43 312 13
44 326 44
45 160 42
46 358 22
47 389 79
48 353 37
49 224 68
50 313 32
51 466 50
52 377 44
53 121 47
54 441 74
55 209 72
56 132 98
57 253 72
58 412 91
59 354 34
60 300 37
61 314 90
62 400 13
63 331 54
64 382 90
65 414 79
66 169 44
67 430 83
68 258 44
69 107 67
70 288 12
71 186 26
72 485 87
73 497 83
74 112 27
75 470 42
76 416 42
77 192 78
78 247 98
79 488 44
80 363 68
81 142 18
82 236 15
83 168 52
84 488 30
85 480 88
86 352 65
87 222 16
88 324 18
89 335 30
90 420 94
91 271 46
92 131 53
93 395 83
94 345 88
95 423 79
96 331 30
97 178 77
98 347 52
99 401 12
100 414 17
1 98 654 418 891 614 872
2 87 473 498 161 786 831
3 59 152 97 470
4 56 915 910 396 260
5 93 283
6 89 695 349
7 15 559 562 107 533 656
8 12 905 373 962 389 925
9 20 60 755
10 88 849
11 45 706 392 747 88 333
12 23 111
13 90 826 212 87 64 162
14 77 276 60
15 79 287 340 353 454 868
16 54 949 459
17 36 62
18 50 741
19 61 833 530 4
20 65 488
21 66 834 851
22 42 999 672
23 50 218 947
24 31 779
25 6 690
26 67 963 989 481 296 887
27 14 434
28 46 180 455 724
29 21 16 105 690 32 76
30 76 289 618
31 16 506 633 538 83
32 48 75 147
33 64 474 160 901
34 29 787 766
35 70 815 880
36 94 577 643 10 825 74
37 99 163 335 6
38 94 779
39 97 699 174 194 546 956
40 86 15 371 151
41 24 772 839 151
42 55 208 541
43 38 827 722 575
44 62 733
45 18 554 145 704 458 459
46 90 432 598 109
47 89 579 222 504
48 53 838 946
49 26 248
50 9 756
51 84 520
52 88 928 869 128
53 47 273
54 85 970 32 222
55 67 301 860 936 928
56 79 498 106 913 467
57 8 983 735 278 205 791
58 21 553 355
59 51 261 191
60 73 960 275 222 525 589
61 42 751 710 823
62 32 489 159 189 674 230
63 18 670 162 335 835 214
64 12 887 815 398
65 47 239 80 607 979 100
66 34 896 261 565 583
67 35 409
68 9 924
69 100 29 610
70 9 812 54 316 906 825
71 92 132 791 315 53 221
72 30 874
73 1 116 60 798
74 17 960
75 52 759 452 777
76 82 107 540 61 797 708
77 36 573 428 849
78 72 901 581 121 209 903
79 50 606 300 774 979 5
80 53 154 16 986 511
81 93 638 437
82 90 878
83 10 104 928 58 942 404
84 82 451 260 914
85 86 978 818 176 665 119
86 59 498 489 940 189 588
87 13 142 782 497 526 382
88 58 672 144
89 72 149 371 564 797
90 85 464 231 705 793 596
91 97 829 132
92 47 699
93 91 957
94 93 412 68 499
95 15 167 244 615
96 10 668 994 807
97 41 884 135 631
98 66 777 997 412
99 11 890
100 41 312
101 34 498 858 410
102 83 640 851 169 546
103 82 486 425
104 11 404 940
105 39 226 698 893
106 86 12
107 47 870 777 258 885 899
108 56 644 322 466
109 25 263
110 38 297 138 833 689 43
111 36 284 709 724
112 51 166 835 491
113 50 529 109 336 812
114 19 924 913 583 731
115 45 99 928 101 534
116 22 261
117 74 793 121 548
118 34 656 746 107 30 583
119 99 418 545 671
120 14 189 758 515 329
121 46 590
122 43 552 16 190
123 66 915 795 38 448 658
124 26 844 357 626
125 6 4 386 617 896
126 5 420
127 73 421 321
128 11 24 117 7
129 75 685
130 34 422 649 833 907 544
131 91 276 603 14 814 369
132 95 246 864
133 29 308 798 948 237
134 64 92 242 863 485
135 48 281
136 83 83 71 872 613 487
137 69 599 794 153
138 76 904 132 310 335 368
139 98 649 168 568 430
140 7 464
141 54 281 480 410 653
142 66 638 429 287 961 733
143 9 456 264 390
144 34 273 588 324
145 43 561 596
146 62 720 51
147 92 60
148 32 276 844 897 315 694
149 63 36
150 18 4
151 53 984 500
152 3 821 951 703 214 436
153 55 463 543
154 2 9 118 713 298 408
155 44 466 414
156 12 694 552
157 79 41 546 353
158 85 75
159 67 657 929 943 100 690
160 65 245 615
161 97 120
162 36 518 253 782 90
163 7 92
164 91 946 29 877 676 71
165 95 862 929 675
166 99 590 285 342 918
167 63 403 246 875
168 68 299 458
169 80 48 259 484
170 23 931
171 83 558 608 607
172 81 230 579 402 314 376
173 95 324 672 820 276 51
174 4 238 569
175 84 334
176 40 69
177 46 7 823 78
178 9 288 95 216
179 96 785 366 958 225
180 66 655 469 315 668 198
181 12 85 655 196 607 226
182 65 972 685 347 593 170
183 10 3 825
184 40 319 820 351 176 422
185 77 929 522 634 250 28
186 72 966 925 623 963
187 50 364
188 68 638 903 251 675 887
189 65 34 238 163 900
190 55 35 421
191 47 73 3
192 11 46 348 208
193 39 145 310
194 81 26 299 59 518 6
195 82 36 572 764
196 40 928 489
197 36 200 1000 900 539
198 49 891 442 501 237 113
199 15 920 468 413 72
200 87 831 12 133
201 88 431 725
202 33 392 851 303
203 3 27 373 515
204 26 653
205 35 526
206 48 922 594 32 857 555
207 54 299 552 65 132 788
208 98 212 210
209 2 679 701 857 53 561
210 25 761 109
211 80 249 9
212 27 733 467 882
213 61 484 646 80 548
214 8 615 308 682 208
215 22 783 506 261
216 58 277
217 5 151 886 932 752 10
218 19 550 909 455 762
219 50 382 311 816 26 200
220 60 141 134 352
221 94 338 563 755
222 95 674 332 290 88 822
223 92 164 50 322
224 65 398 324 99
225 74 637 302 193 565 817
226 79 439 547 139
227 51 903 460 416 149
228 49 513 48 795 634 143
229 45 501 398
230 80 231 635 492 534 833
231 62 746 470
232 12 466 178 678 836
233 96 948 348 747 398
234 98 843 696 746
235 28 538 445 645
236 7 788 583 683 196 914
237 31 438 990 660 142
238 72 415
239 2 674 352 915 234
240 67 560 114 115 343
241 47 254 934 323 245
242 42 853
243 22 96 533 87
244 13 40
245 92 601 861 757 296
246 43 322 525
247 5 648
248 41 794 793
249 9 995 226 623 414
250 22 378 601 892
251 98 77 13 168
252 95 124 934 404 393 488
253 55 292 869 739 750 48
254 72 790 772 7 295
255 2 136
256 45 294 866 104 108 368
257 46 183
258 13 167 779 638 88
