500 2
1 2 432
2 2 416
3 1 969
4 2 348
5 2 551
6 1 232
7 1 297
8 2 51
9 1 108
10 1 131
11 2 966
12 1 598
13 2 867
14 2 341
15 1 906
16 2 367
17 1 133
18 1 817
19 2 930
20 2 327
21 1 675
22 2 781
23 1 18
24 2 52
25 1 578
26 1 82
27 2 603
28 1 442
29 1 569
30 1 115
31 2 720
32 1 684
33 1 894
34 2 777
35 2 162
36 1 314
37 1 543
38 1 949
39 1 560
40 2 120
41 1 437
42 2 517
43 1 61
44 2 962
45 1 716
46 2 57
47 2 920
48 1 263
49 2 259
50 2 551
51 1 91
52 1 760
53 1 622
54 1 204
55 1 222
56 2 57
57 1 606
58 2 224
59 2 256
60 2 68
61 1 490
62 2 545
63 2 606
64 2 875
65 1 153
66 2 933
67 1 907
68 1 485
69 2 373
70 1 254
71 1 694
72 1 513
73 2 452
74 1 770
75 1 677
76 2 794
77 2 657
78 1 312
79 1 829
80 2 724
81 2 223
82 2 111
83 2 647
84 2 153
85 2 939
86 1 970
87 2 497
88 2 226
89 2 137
90 1 256
91 1 227
92 2 783
93 1 485
94 2 692
95 2 809
96 1 639
97 1 646
98 2 372
99 2 412
100 1 956
101 1 976
102 2 353
103 2 857
104 1 550
105 1 834
106 1 125
107 1 515
108 2 102
109 1 960
110 1 803
111 2 930
112 2 805
113 1 903
114 1 146
115 2 62
116 1 460
117 2 642
118 1 121
119 2 747
120 1 670
121 2 978
122 1 995
123 2 594
124 1 844
125 2 912
126 1 721
127 2 580
128 2 353
129 1 213
130 1 833
131 1 355
132 1 132
133 2 662
134 1 486
135 1 700
136 2 952
137 1 75
138 1 521
139 2 552
140 2 59
141 2 170
142 2 79
143 1 986
144 2 378
145 2 370
146 1 142
147 2 71
148 2 294
149 2 611
150 2 49
151 1 724
152 1 517
153 1 662
154 1 980
155 2 278
156 1 70
157 1 240
158 1 786
159 2 558
160 2 889
161 1 668
162 2 752
163 1 182
164 1 241
165 1 621
166 1 670
167 1 632
168 2 984
169 1 30
170 2 18
171 1 95
172 2 427
173 2 92
174 1 282
175 2 183
176 2 234
177 1 602
178 2 729
179 1 613
180 2 941
181 1 588
182 1 709
183 1 958
184 2 102
185 1 785
186 1 641
187 2 856
188 2 694
189 2 582
190 1 137
191 1 950
192 1 351
193 1 225
194 2 831
195 1 662
196 2 341
197 2 321
198 2 763
199 1 745
200 2 760
201 2 746
202 2 436
203 2 12
204 1 961
205 2 699
206 2 197
207 1 600
208 1 229
209 2 280
210 2 508
211 2 768
212 2 156
213 2 254
214 1 313
215 2 445
216 1 436
217 1 858
218 2 537
219 2 137
220 1 863
221 2 986
222 2 502
223 1 202
224 2 100
225 2 820
226 1 547
227 1 693
228 1 807
229 2 298
230 2 735
231 1 704
232 1 454
233 2 625
234 1 109
235 1 19
236 2 717
237 1 441
238 2 346
239 2 177
240 1 883
241 1 418
242 1 726
243 2 118
244 1 626
245 2 643
246 1 76
247 2 384
248 1 763
249 1 105
250 2 973
251 1 312
252 2 915
253 1 819
254 2 943
255 2 79
256 2 549
257 2 940
258 1 223
259 1 874
260 1 590
261 2 58
262 2 148
263 2 785
264 2 102
265 1 358
266 2 461
267 1 957
268 1 242
269 1 678
270 1 75
271 1 96
272 1 854
273 1 204
274 2 565
275 2 544
276 1 496
277 1 260
278 1 852
279 2 343
280 1 970
281 2 41
282 2 204
283 2 168
284 1 141
285 2 761
286 2 338
287 2 786
288 2 539
289 2 163
290 2 377
291 1 722
292 2 453
293 1 284
294 2 112
295 2 894
296 2 617
297 2 548
298 2 929
299 2 238
300 2 988
301 1 488
302 1 168
303 1 386
304 1 287
305 1 420
306 1 33
307 2 356
308 1 820
309 1 575
310 1 726
311 2 236
312 2 702
313 2 753
314 2 821
315 1 282
316 1 934
317 1 478
318 2 294
319 2 182
320 1 230
321 1 425
322 2 668
323 2 177
324 1 85
325 1 648
326 2 792
327 2 672
328 2 779
329 2 313
330 1 435
331 2 659
332 1 346
333 1 196
334 2 109
335 1 83
336 2 251
337 1 31
338 1 222
339 2 76
340 2 112
341 1 861
342 2 396
343 1 378
344 2 382
345 2 920
346 2 699
347 2 154
348 2 65
349 1 576
350 2 958
351 2 557
352 2 254
353 1 389
354 1 684
355 1 129
356 2 916
357 1 824
358 2 111
359 1 864
360 1 220
361 2 884
362 2 425
363 2 848
364 2 589
365 2 175
366 1 762
367 1 35
368 1 414
369 2 151
370 2 143
371 1 460
372 1 455
373 2 534
374 2 36
375 2 379
376 2 434
377 1 661
378 2 578
379 2 135
380 1 307
381 1 777
382 1 765
383 2 288
384 2 357
385 2 958
386 1 659
387 2 656
388 1 569
389 2 494
390 1 188
391 2 924
392 2 233
393 1 654
394 1 116
395 1 516
396 2 483
397 1 274
398 1 953
399 1 634
400 1 797
401 1 799
402 2 965
403 1 764
404 1 488
405 2 962
406 2 30
407 1 301
408 1 37
409 1 277
410 1 805
411 1 610
412 2 23
413 1 354
414 1 943
415 1 99
416 1 612
417 1 843
418 2 226
419 1 578
420 1 391
421 2 579
422 1 895
423 2 238
424 1 746
425 2 923
426 1 41
427 1 441
428 1 996
429 1 83
430 1 974
431 1 178
432 1 357
433 1 867
434 1 89
435 2 756
436 1 262
437 1 843
438 2 535
439 1 15
440 1 983
441 2 543
442 1 523
443 2 368
444 2 167
445 2 478
446 1 213
447 1 588
448 1 448
449 2 107
450 2 820
451 2 106
452 1 588
453 2 387
454 1 552
455 1 430
456 2 708
457 1 212
458 2 124
459 1 430
460 2 526
461 2 238
462 1 817
463 2 920
464 2 784
465 1 644
466 1 463
467 1 42
468 1 376
469 1 83
470 2 724
471 2 29
472 1 56
473 2 308
474 2 601
475 2 944
476 2 542
477 2 862
478 1 393
479 2 108
480 1 252
481 1 515
482 1 440
483 1 636
484 2 16
485 2 257
486 2 130
487 1 245
488 1 633
489 2 852
490 2 233
491 2 364
492 1 643
493 2 143
494 1 641
495 1 328
496 1 617
497 2 328
498 1 437
499 2 806
500 1 803
1 376 82
2 443 46
1 2 308 114 414 478 106
2 2 172 461 137 175 41
3 1 191 47 75 471
4 2 37
5 2 134 415 197 15
6 1 450 228
7 1 20
8 1 41 422 51 314 397
9 2 65 215
10 1 202 189 105 303 321
11 1 144
12 2 339
13 2 294
14 2 435 229 400 168
15 2 403 113 365 434
16 1 289
17 2 260 204
18 2 411 362 281 335
19 1 490 87
20 2 280
21 1 332 89
22 1 331 203 205 335
23 1 77
24 1 135 342 437
25 1 320 466 21 139
26 2 239 460
27 2 92 364 52 24 478
28 2 410 61 445 490
29 1 1
30 2 168 272 366 448 156
31 2 469
32 1 178
33 1 476 72
34 1 447 99 313 374
35 2 205 454 152 271 33
36 1 249 238
37 2 280
38 1 41 254 22
39 1 89 385 275 421 82
40 2 62 343
41 1 340 156 240
42 1 32 163 252
43 2 376 115 412
44 1 122 344 462 237 272
45 1 246
46 2 332
47 1 75 55 15
48 1 87
49 1 340 343
50 2 340 81 102 47
51 1 180 329
52 1 165 235
53 1 264 3
54 2 294 378 16 279 119
55 2 479
56 2 437 180
57 1 292 80
58 2 181 215 248
59 1 361 268 303 71 470
60 1 384 328
61 1 231 114 159 42 47
62 1 146 443 63 383
63 1 190 463 16
64 1 85 468 139 348
65 2 122 315 206 273 384
66 2 121 269
67 1 280 412 208 88
68 1 211 141 50 60
69 1 455 296 368
70 2 87 409
71 1 271 54
72 2 383 97 2 79
73 2 182 434
74 1 353 340
75 1 449 158
76 1 192 161
77 2 460
78 1 80 285 406 360 260
79 1 298 330
80 2 169 424 436
81 2 173 147 393 285 139
82 1 94 65 328
83 1 377
84 1 332 21 209
85 1 209 188 160
86 1 145 441 445 459 144
87 2 361 202
88 1 207 259
89 1 143 450
90 2 423 120 469
91 2 206 458 328 376
92 2 7 324 225 116 266
93 1 123 57 168
94 2 169
95 1 260 24 374 417
96 1 387
97 2 38 360
98 2 83 101 463
99 2 349 62
100 2 420 61
101 1 427 434
102 2 171 172 212 370 175
103 1 64 321
104 2 437 363
105 2 394 20 36 423
106 2 202 413 75 238 346
107 2 499 439 493
108 2 428 393 180 260
109 2 500 266 485 1 87
110 2 133 103
111 2 442 166 294 115 381
112 1 325 459
113 1 350 323 334 85
114 1 144 478
115 2 455
116 1 277 289 338 458
117 1 324 434 232
118 1 196 379 76
119 2 163 24 83
120 2 133 226
121 1 421 277 140
122 2 385 45 5 274 293
123 1 49 345
124 1 279 500 40 103
125 1 233 490 202 206
126 1 392 99 448 432
127 1 297 490 50 1 353
128 1 102 69 299 86
129 2 401 19
130 1 23 236 474 224 430
131 2 239 375 333
132 2 101 443 211 459
133 2 188 485 359 94 142
134 2 286 31
135 1 228 387 360 301
136 2 495 46 90 436 217
137 2 344 56 371 423 85
138 1 123 303 130
139 2 397 158 139 386
140 1 339 102 359 162 124
141 2 118
142 1 266
143 2 74 231 286
144 1 266
145 1 36 244 249
146 2 488
147 1 243 312 473 89 416
148 2 489 276 91
149 1 56 256 38 480
150 1 195 16 480
151 1 477 35 24 131
152 1 53 83 419 113 64
153 1 224 109
154 1 428 74 349
155 1 448
156 1 345 433
157 2 117 302
158 2 267
159 2 111 355 418
160 1 189 209 497 486
161 1 399 253
162 2 246
163 2 176
164 1 426 458 225 318
165 2 275 87
166 2 456 95
167 1 340 380 131 347 155
168 2 131 407
169 2 173 306 357
170 2 111
171 1 207 191 29 222 145
172 1 38 217 42
173 1 340 391 491 143
174 2 179 60 270 411
175 1 459 257 99 170
176 2 273 317 157 99 180
177 1 199
178 2 327 88 329
179 1 164 325
180 1 466 159 309 473 219
181 1 247 470 375 294
182 2 358
183 2 325 447 362 427 481
184 1 380 176 401 361 457
185 1 18 466 213 354 138
186 2 58 385 229 414
187 2 390 457 212 167
188 2 61 200 343 98
189 1 313
190 2 437 134 219 360 485
191 1 13
192 2 124 10 367 190 466
193 1 246 173 285 56
194 2 140 384
195 1 58 30
196 1 395 52 226 491 325
197 2 332 85 33 188
198 2 68
199 2 49 479 229 56
200 1 248 20 418 415
