2000 2
1 2 237
2 1 163
3 2 602
4 1 763
5 2 633
6 1 612
7 1 810
8 2 86
9 2 105
10 1 593
11 1 922
12 2 973
13 2 936
14 2 432
15 1 405
16 1 863
17 2 44
18 2 333
19 1 686
20 1 399
21 2 379
22 1 831
23 2 501
24 1 720
25 2 342
26 2 523
27 2 769
28 2 81
29 2 214
30 2 919
31 1 964
32 1 57
33 1 375
34 1 808
35 2 366
36 1 540
37 2 518
38 2 931
39 1 391
40 2 310
41 1 788
42 1 148
43 2 260
44 2 703
45 2 182
46 1 506
47 2 988
48 2 679
49 1 312
50 1 799
51 1 583
52 2 729
53 2 217
54 2 124
55 1 74
56 2 172
57 2 97
58 1 684
59 2 667
60 1 193
61 1 922
62 2 498
63 2 164
64 1 641
65 1 918
66 1 405
67 1 68
68 2 172
69 1 729
70 2 300
71 1 136
72 2 598
73 1 787
74 2 822
75 2 28
76 2 481
77 1 59
78 2 439
79 2 771
80 2 175
81 2 258
82 2 785
83 1 603
84 1 927
85 2 600
86 1 567
87 1 398
88 2 219
89 2 343
90 2 99
91 1 765
92 1 984
93 2 766
94 1 604
95 2 694
96 2 502
97 2 588
98 1 635
99 1 359
100 2 530
101 1 484
102 2 40
103 2 384
104 1 111
105 2 436
106 1 871
107 1 559
108 2 917
109 1 845
110 2 451
111 2 472
112 2 731
113 2 155
114 2 250
115 2 962
116 2 737
117 2 919
118 1 186
119 2 358
120 2 398
121 1 667
122 2 78
123 2 535
124 1 968
125 2 970
126 1 563
127 1 283
128 1 61
129 1 41
130 2 150
131 1 778
132 2 753
133 1 813
134 2 803
135 2 323
136 1 516
137 1 321
138 1 292
139 2 23
140 2 42
141 1 372
142 1 252
143 2 349
144 1 176
145 1 57
146 2 592
147 2 749
148 1 576
149 1 924
150 2 633
151 1 890
152 2 58
153 1 270
154 2 387
155 2 11
156 1 498
157 1 731
158 1 886
159 1 932
160 1 928
161 1 606
162 1 858
163 2 507
164 1 703
165 2 973
166 2 462
167 2 30
168 2 806
169 1 580
170 2 92
171 1 678
172 1 279
173 2 927
174 2 664
175 2 100
176 2 355
177 1 65
178 2 835
179 1 597
180 1 476
181 2 972
182 1 203
183 2 309
184 2 389
185 2 921
186 2 239
187 1 272
188 1 822
189 1 699
190 2 241
191 2 349
192 2 337
193 1 924
194 2 790
195 1 893
196 1 560
197 2 84
198 1 825
199 2 148
200 1 157
201 1 457
202 2 867
203 1 461
204 2 846
205 2 322
206 2 888
207 1 869
208 1 233
209 1 473
210 2 365
211 1 297
212 2 824
213 1 345
214 1 576
215 1 998
216 2 186
217 2 755
218 1 258
219 1 169
220 2 611
221 2 360
222 1 259
223 2 953
224 1 331
225 2 330
226 1 726
227 2 647
228 2 174
229 1 964
230 2 551
231 1 336
232 1 695
233 2 61
234 1 951
235 2 828
236 2 830
237 2 970
238 2 778
239 2 952
240 1 777
241 2 380
242 2 655
243 2 305
244 1 286
245 1 828
246 1 167
247 2 334
248 2 998
249 2 779
250 2 754
251 1 761
252 1 629
253 1 41
254 1 107
255 2 532
256 1 475
257 2 667
258 1 81
259 2 749
260 2 154
261 2 299
262 2 914
263 1 471
264 2 157
265 1 746
266 1 116
267 2 492
268 2 290
269 1 888
270 2 292
271 2 349
272 2 710
273 2 776
274 2 287
275 1 167
276 1 574
277 1 878
278 1 697
279 2 416
280 1 579
281 2 450
282 2 999
283 1 300
284 1 422
285 2 51
286 2 166
287 2 700
288 2 160
289 2 265
290 2 734
291 1 901
292 2 750
293 1 472
294 2 127
295 1 640
296 2 236
297 2 236
298 1 619
299 2 34
300 1 654
301 2 468
302 1 734
303 1 470
304 1 253
305 2 509
306 1 121
307 2 731
308 2 780
309 1 79
310 1 807
311 2 123
312 1 717
313 2 663
314 1 322
315 2 572
316 2 429
317 1 977
318 1 533
319 1 809
320 1 583
321 2 67
322 1 237
323 1 77
324 1 344
325 1 769
326 1 116
327 2 497
328 2 903
329 2 451
330 2 415
331 2 197
332 1 587
333 2 688
334 2 271
335 2 578
336 1 577
337 2 60
338 1 518
339 2 585
340 1 874
341 1 381
342 1 61
343 1 55
344 2 627
345 2 225
346 2 56
347 1 460
348 1 323
349 2 240
350 1 931
351 2 704
352 1 989
353 2 300
354 2 47
355 2 620
356 2 116
357 1 169
358 2 522
359 2 800
360 1 618
361 2 371
362 1 91
363 1 756
364 2 585
365 2 158
366 1 735
367 1 978
368 1 691
369 1 50
370 1 716
371 2 739
372 1 722
373 2 326
374 2 787
375 1 700
376 1 663
377 2 300
378 2 426
379 2 19
380 1 759
381 2 665
382 1 518
383 2 612
384 2 422
385 1 724
386 2 205
387 1 285
388 1 79
389 2 166
390 1 246
391 2 689
392 2 109
393 1 118
394 2 99
395 2 705
396 1 82
397 2 879
398 1 167
399 1 906
400 2 844
401 2 407
