101 100
1 58 137
2 84 167
3 9 604
4 85 839
5 20 952
6 35 344
7 63 116
8 43 907
9 53 63
10 90 184
11 75 158
12 100 951
13 52 618
14 75 361
15 98 128
16 70 817
17 39 419
18 75 817
19 63 299
20 37 357
21 55 572
22 44 505
23 42 883
24 66 958
25 11 430
26 59 251
27 53 166
28 53 495
29 23 738
30 75 810
31 97 921
32 68 176
33 80 839
34 50 979
35 41 48
36 61 174
37 75 178
38 14 324
39 29 521
40 31 632
41 99 531
42 43 541
43 80 429
44 6 359
45 93 961
46 70 686
47 16 915
48 1 164
49 15 701
50 19 114
51 20 678
52 64 165
53 86 676
54 95 874
55 88 692
56 71 355
57 42 561
58 5 560
59 29 465
60 1 602
61 35 359
62 51 427
63 98 278
64 6 744
65 19 224
66 46 915
67 55 902
68 34 297
69 38 17
70 56 475
71 61 845
72 89 676
73 39 784
74 89 237
75 12 73
76 81 14
77 97 329
78 79 472
79 70 170
80 84 38
81 83 520
82 87 978
83 3 155
84 11 955
85 14 649
86 29 591
87 78 637
88 41 523
89 63 394
90 77 841
91 60 575
92 86 783
93 89 21
94 36 229
95 8 692
96 96 653
97 11 964
98 24 560
99 20 498
100 50 443
101 37 838
1 330 20
2 148 71
3 132 94
4 188 12
5 228 53
6 201 91
7 385 87
8 245 32
9 278 29
10 346 63
11 426 95
12 433 70
13 297 92
14 396 59
15 461 12
16 380 28
17 320 96
18 401 29
19 297 30
20 236 81
21 125 53
22 499 35
23 379 62
24 484 70
25 479 94
26 160 57
27 216 89
28 491 96
29 285 58
30 379 58
31 265 29
32 255 20
33 140 81
34 421 100
35 327 80
36 129 36
37 479 62
38 367 61
39 113 15
40 411 97
41 261 92
42 466 59
43 282 36
44 365 52
45 233 94
46 164 38
47 183 26
48 126 14
49 163 38
50 329 21
51 328 66
52 365 64
53 172 55
54 244 96
55 243 69
56 284 54
57 290 87
58 123 58
59 236 41
60 219 79
61 474 17
62 415 28
63 148 97
64 200 14
65 267 49
66 478 61
67 273 54
68 365 32
69 293 27
70 308 76
71 110 65
72 464 20
73 487 70
74 368 55
75 432 59
76 463 69
77 362 43
78 291 12
79 415 76
80 469 77
81 457 71
82 298 84
83 476 95
84 145 76
85 440 56
86 241 64
87 457 19
88 353 97
89 466 69
90 207 75
91 468 92
92 499 70
93 470 96
94 112 23
95 378 23
96 311 54
97 275 48
98 171 39
99 401 69
100 477 17
1 98 2 26 12
2 43 87 92 27 54
3 46 11 71 34
4 80 6 34 97 49 75
5 56 6 73
6 3 59 101 45
7 5 74 93 33 16
8 6 96 2
9 79 72 88 100 18
10 48 64 88 25 44
11 72 28
12 3 90 29 61 70
13 77 85
14 63 12
15 53 39 29
16 18 10 18
17 96 98 18
18 76 58
19 40 91 30 31 28
20 44 66
21 81 35 59 96 99 88
22 37 58
23 85 42 8
24 26 89 88 61 3 90
25 91 51
26 46 27 33 45
27 66 89 10 91 97 23
28 89 50 89
29 98 41 17 70 11 51
30 35 22 50 68 38
31 16 54 96
32 76 66 3 24 57 67
33 85 32 75 65 60 53
34 42 12 99 90 42 2
35 24 25 101 12 63 54
36 23 49 23 88
37 49 18 89
38 53 36 17
39 21 76 10 55 38 100
40 79 7 25
41 35 37 31 19 94
42 91 64
43 70 36 65 93
44 43 39 53
45 28 73 32
46 63 91 85
47 66 88 10 6 91 52
48 90 43 64 71
49 18 96 62 67 80
50 9 96 54 1 84 100
51 68 91 49 29 10 64
52 3 65
53 73 25 64 8
54 70 33 23 44 34
55 54 14 74 33 54 82
56 39 16 98 76
57 82 13 93
58 7 71 69 56 23
59 15 83 5
60 67 70 11 63
61 81 96
62 15 19 53 56
63 53 88 54
64 23 54 84 8 38 25
65 92 57 64 2 63
66 34 45 89 55 11 63
67 63 76 66
68 61 24 54 40
69 80 37
70 75 18 31 64 52
71 86 49 79
72 73 14 50 74 98
73 18 50 58 51
74 78 22 8 97 92 6
75 36 75
76 14 95 27 12
77 51 50 95 86 18 7
78 76 12 94 82
79 19 97
80 58 101
81 93 14 43
82 53 31
83 6 10 92 97
84 73 36 96 71 43
85 8 8 93 18 85 88
86 65 70 39
87 99 7 4 66 23
88 48 51 70 4 55
89 65 18 13 81
90 12 86 19 14 43 45
91 31 82 59 17 97 16
92 73 29 53 11 47
93 95 75 96 13 81 97
94 31 20 48 40 70
95 35 34 16 44 67 98
96 28 80 7
97 76 85 50
98 8 66
99 58 37 44 77 6 94
100 50 24
101 91 22 3 68 29 76
102 85 101
103 49 46
104 3 51
105 42 74 17 79
106 76 54 6
107 28 77
108 37 40 16 94 81 66
109 9 87 79
110 68 100 4
111 98 51 54 67 1
112 94 86 32 29 27 72
113 71 35 79 90 45
114 81 40 91 45 80 100
115 44 79
116 69 22 31 83 88
117 53 22 3 77 83 25
118 100 56
119 94 25 91 27 49
120 49 58 94
121 29 63 17
122 2 55 81 24 68 87
123 38 88
124 20 1 52 19
125 87 20 29 35 68
126 74 12 76 24 1 60
127 31 84
128 53 46 50 59 89
129 49 48 18 32 41
130 84 47 19 98 82 94
131 19 96 77 95 4
132 91 65
133 33 16 50 93
134 92 60 49 26 34
135 85 3 4 77
136 41 51 99 94
137 52 22
138 86 51 31 91 67 11
139 70 52 62 39 1
140 62 98 88 34
141 94 48 49
142 88 24
143 53 63 83
144 1 28 11 61 31 40
145 44 96 32
146 99 71 15 57
147 30 60 40 76
148 13 29 100
149 23 65 93 16 88 23
150 41 40 85 57 87
151 13 99 91 88
152 59 61 2 57
153 20 60 96 28 99
154 69 33 82 9 100
155 64 31 69 51 6
156 14 5 41
157 10 94 69
158 36 42 44
159 85 15 90 55 33 24
160 93 23 21
161 30 100 45
162 60 61 37 91
163 87 83 14
164 43 59 33 3 85
165 89 63 32 70
166 17 86
167 5 75 32 39
168 100 61 92
169 88 7 60 56 74
170 36 2 5 66 46
171 18 2
172 92 2 86 30
173 19 19 44 29
174 8 27 25
175 94 31 95
176 85 101
177 54 12 91 77 23 30
178 97 98 76
179 7 63 86 83 66 75
180 73 89 99 87
181 91 37 22 7 56
182 16 34 61 80
183 76 75
184 43 85 33
185 16 63
186 73 73
187 77 31
188 52 51 9 48
189 91 92 14 59 12 19
190 85 55 26
191 87 24 37 25 19 1
192 20 57 64
