500 100
1 47 115
2 94 92
3 54 113
4 53 516
5 63 334
6 1 177
7 43 710
8 17 923
9 96 394
10 40 533
11 31 946
12 20 627
13 59 343
14 58 310
15 61 946
16 85 48
17 37 699
18 65 451
19 40 744
20 72 62
21 83 358
22 70 262
23 39 864
24 32 957
25 72 200
26 94 482
27 76 243
28 69 172
29 23 761
30 87 679
31 47 690
32 75 328
33 40 731
34 3 324
35 28 812
36 87 967
37 52 735
38 99 766
39 62 707
40 52 19
41 82 858
42 28 621
43 40 43
44 91 439
45 4 129
46 23 374
47 41 116
48 42 565
49 81 636
50 30 305
51 15 175
52 47 278
53 37 907
54 62 504
55 45 302
56 71 47
57 79 582
58 26 275
59 49 335
60 87 86
61 60 391
62 70 640
63 70 168
64 26 610
65 19 524
66 71 714
67 27 736
68 53 932
69 17 291
70 49 381
71 22 505
72 46 723
73 65 256
74 37 911
75 23 591
76 91 182
77 52 234
78 48 254
79 22 199
80 53 889
81 13 562
82 95 602
83 61 779
84 54 614
85 71 710
86 5 989
87 37 472
88 37 328
89 40 425
90 99 802
91 75 114
92 40 330
93 62 753
94 12 174
95 16 199
96 92 683
97 60 414
98 78 371
99 68 961
100 54 534
101 66 906
102 49 854
103 86 764
104 46 958
105 58 64
106 38 729
107 63 736
108 62 465
109 44 496
110 53 689
111 18 583
112 40 432
113 20 692
114 95 344
115 51 870
116 17 538
117 9 651
118 83 479
119 66 935
120 63 271
121 21 450
122 3 536
123 63 256
124 28 586
125 46 112
126 43 255
127 55 234
128 1 209
129 72 120
130 97 556
131 29 720
132 67 205
133 53 912
134 80 793
135 66 551
136 19 40
137 49 916
138 48 497
139 89 600
140 54 770
141 19 433
142 18 151
143 38 630
144 28 45
145 2 977
146 44 994
147 15 951
148 14 430
149 68 66
150 37 198
151 15 470
152 36 954
153 65 610
154 86 377
155 57 271
156 53 11
157 1 368
158 71 637
159 42 584
160 68 220
161 76 966
162 18 129
163 17 216
164 76 711
165 20 519
166 64 741
167 69 760
168 88 600
169 59 790
170 90 207
171 52 582
172 25 361
173 28 679
174 48 343
175 24 743
176 92 732
177 56 376
178 42 907
179 63 832
180 70 785
181 87 87
182 35 314
183 43 473
184 30 65
185 52 11
186 2 407
187 25 297
188 27 485
189 88 434
190 65 869
191 56 179
192 12 581
193 77 300
194 34 965
195 74 437
196 79 612
197 9 211
198 52 271
199 26 628
200 26 175
201 3 435
202 37 474
203 52 905
204 93 812
205 36 298
206 55 659
207 78 480
208 17 102
209 91 559
210 60 466
211 74 130
212 57 577
213 77 494
214 54 867
215 35 655
216 79 433
217 84 544
218 99 501
219 89 144
220 42 983
221 84 555
222 36 255
223 26 462
224 3 150
225 73 963
226 16 679
227 82 945
228 34 569
229 63 657
230 54 372
231 64 819
232 61 727
233 69 826
234 84 806
235 44 551
236 93 364
237 21 201
238 37 537
239 72 1000
240 20 679
241 26 738
242 49 827
243 91 830
244 37 913
245 51 751
