1000 2
1 1 729
2 1 954
3 1 770
4 1 540
5 1 609
6 1 548
7 2 158
8 2 994
9 2 367
10 2 277
11 1 285
12 2 94
13 1 294
14 2 930
15 2 717
16 1 663
17 2 344
18 1 605
19 1 192
20 1 841
21 1 846
22 2 635
23 1 979
24 1 830
25 1 927
26 1 324
27 1 720
28 1 712
29 2 927
30 2 129
31 2 861
32 1 209
33 2 819
34 1 62
35 1 140
36 1 301
37 1 749
38 2 764
39 1 928
40 1 507
41 2 529
42 1 340
43 1 243
44 1 923
45 2 221
46 1 125
47 1 441
48 2 424
49 1 571
50 2 596
51 2 406
52 2 286
53 2 73
54 2 212
55 1 254
56 2 609
57 1 202
58 1 944
59 2 765
60 1 556
61 2 946
62 2 949
63 2 269
64 2 115
65 2 531
66 1 913
67 1 55
68 1 385
69 2 585
70 2 469
71 1 499
72 1 688
73 1 813
74 2 193
75 1 640
76 1 826
77 1 915
78 2 642
79 2 242
80 1 815
81 1 98
82 1 65
83 2 872
84 2 676
85 2 584
86 2 933
87 2 280
88 1 117
89 1 577
90 2 516
91 1 846
92 2 646
93 1 259
94 1 740
95 2 913
96 1 791
97 2 105
98 1 957
99 2 955
100 2 573
101 1 84
102 1 971
103 2 170
104 2 506
105 2 612
106 1 834
107 1 273
108 2 643
109 2 558
110 2 364
111 1 449
112 2 705
113 2 520
114 2 552
115 2 650
116 1 362
117 2 223
118 1 379
119 2 275
120 2 32
121 1 326
122 2 307
123 2 86
124 2 487
125 2 807
126 1 116
127 2 172
128 2 451
129 2 129
130 1 800
131 2 579
132 1 919
133 1 599
134 1 51
135 1 201
136 1 453
137 1 387
138 1 642
139 1 292
140 2 413
141 1 239
142 1 353
143 2 495
144 1 779
145 1 149
146 2 162
147 2 728
148 1 13
149 1 923
150 2 179
151 1 745
152 2 282
153 2 212
154 2 832
155 2 900
156 2 273
157 2 352
158 1 573
159 1 321
160 2 847
161 1 403
162 2 193
163 2 398
164 2 224
165 1 472
166 1 801
167 1 148
168 1 619
169 2 199
170 1 374
171 1 633
172 1 667
173 1 644
174 1 345
175 1 254
176 1 165
177 1 504
178 2 403
179 2 577
180 1 580
181 1 93
182 2 980
183 2 485
184 2 362
185 1 636
186 2 577
187 1 947
188 2 943
189 2 297
190 1 799
191 2 885
192 2 225
193 2 82
194 2 844
195 1 838
196 2 390
197 2 460
198 2 825
199 2 131
200 1 504
201 2 522
202 2 720
203 2 248
204 1 257
205 1 291
206 1 661
207 1 475
208 1 432
209 2 102
210 1 206
211 2 603
212 1 851
213 1 728
214 2 234
215 2 830
216 2 380
217 2 108
218 2 853
219 1 515
220 1 28
221 2 105
222 1 424
223 1 58
224 2 195
225 2 132
226 1 336
227 1 261
228 1 989
229 1 222
230 1 108
231 1 146
232 2 794
233 1 877
234 2 384
235 2 150
236 1 768
237 2 691
238 1 521
239 2 566
240 2 218
241 2 628
242 2 180
243 2 224
244 1 505
245 1 810
