101 100
1 92 160
2 77 151
3 98 282
4 63 929
5 53 754
6 51 274
7 88 146
8 32 359
9 55 505
10 11 651
11 91 789
12 94 231
13 5 708
14 51 667
15 97 763
16 57 287
17 46 811
18 84 326
19 28 905
20 45 592
21 44 951
22 96 661
23 100 170
24 76 750
25 93 707
26 58 473
27 46 631
28 61 603
29 30 290
30 47 696
31 70 517
32 17 717
33 83 528
34 24 595
35 59 209
36 34 705
37 63 436
38 75 312
39 52 613
40 85 722
41 10 956
42 95 240
43 90 368
44 15 544
45 54 767
46 91 200
47 16 628
48 90 37
49 100 187
50 35 649
51 11 431
52 67 284
53 33 204
54 12 135
55 50 38
56 44 328
57 62 74
58 97 448
59 17 507
60 95 547
61 55 936
62 58 766
63 77 659
64 78 136
65 71 306
66 67 886
67 82 572
68 48 531
69 91 725
70 41 99
71 59 187
72 3 797
73 4 915
74 55 709
75 2 878
76 87 412
77 2 304
78 65 244
79 100 712
80 16 351
81 97 999
82 68 738
83 51 717
84 89 918
85 60 751
86 67 307
87 88 685
88 68 318
89 49 77
90 13 101
91 37 308
92 83 515
93 41 998
94 21 530
95 41 504
96 99 761
97 68 142
98 17 14
99 96 532
100 41 945
101 74 804
1 112 22
2 475 69
3 287 21
4 389 48
5 356 88
6 287 81
7 422 100
8 287 32
9 398 74
10 144 85
11 267 69
12 260 16
13 387 44
14 288 28
15 277 54
16 244 19
17 130 25
18 125 86
19 108 33
20 334 89
21 407 49
22 215 52
23 424 12
24 361 61
25 166 49
26 476 56
27 173 72
28 459 70
29 342 53
30 286 20
31 180 14
32 476 89
33 442 24
34 180 18
35 289 70
36 193 98
37 425 67
38 119 21
39 238 35
40 491 72
41 496 36
42 182 82
43 365 83
44 108 88
45 381 17
46 453 35
47 279 45
48 391 53
49 469 52
50 288 67
51 215 81
52 201 16
53 426 70
54 417 76
55 100 13
56 190 73
57 158 80
58 445 59
59 251 79
60 455 42
61 364 71
62 453 69
63 372 56
64 368 79
65 252 34
66 317 37
67 401 70
68 239 57
69 261 33
70 243 88
71 104 63
72 399 61
73 488 66
74 256 60
75 427 10
76 131 12
77 332 69
78 120 42
79 149 68
80 137 74
81 326 52
82 394 25
83 118 62
84 287 30
85 214 97
86 337 67
87 424 68
88 417 67
89 283 87
90 428 87
91 484 61
92 476 73
93 251 46
94 207 81
95 489 59
96 379 64
97 136 37
98 393 100
99 440 98
100 107 83
1 54 74 34 7 52 31
2 13 33 14 18
3 96 10 96 20
4 53 68 35 11 82 24
5 90 50
6 84 22 51 66 75
7 89 56 59
8 1 78 12
9 70 4 73 58 10
10 28 56
11 74 82 46
12 73 4
13 8 51 94
14 99 93
15 88 24 34 15
16 11 24 18 52
17 32 57 74 42 88 5
18 13 95 38 29 9 31
19 98 48 68
20 1 29 3
21 32 78 99 20 84
22 49 49 100 16
23 73 35 96 29
24 37 39 51
25 6 3 29
26 68 56 36 63
27 29 72 80 83
28 83 100 101 72
29 47 17 23 2
30 49 53 88 85
31 84 44
32 32 76 41 47 27 18
33 85 53 85 40 5 101
34 33 13 7
35 5 9 28
36 6 97 41 53 57
37 5 71 84 41 69 88
38 3 88 24
39 85 32 25 21 73
40 18 27
41 14 13
42 17 6
43 93 99
44 27 34 51 24
45 62 2 20 98 54 82
46 27 100 15
47 95 18 15 98
48 7 97 25
49 38 55
50 86 14 98
51 74 65 98 56
52 74 54 67
53 94 52 81 99
54 37 73 80
55 32 19 7 63
56 41 7 67 62 58
57 71 27 34
58 28 42 48
59 100 59 83 60
60 9 60 76 26
61 69 86 73
62 67 97
63 17 96
64 80 37 15 40 12 13
65 71 89 47 48 57
66 78 60 27 45 73
67 41 101 27
68 25 32 83 67 8 39
69 93 83 77
70 12 38 31 95 22
71 28 26 33 99 42 7
72 20 10 40 46 64 80
73 93 56 90 76 75 25
74 20 46 19
75 63 37 69 83 71 51
76 36 68 87
77 3 69 15 4
78 81 100
79 96 99
80 35 15 29
81 94 79
82 19 101 15 95 85
83 63 42 11 16 48 29
84 7 54 40
85 29 76
86 28 96 38
87 18 25 72 96
88 59 97 39 11 60 14
89 23 43 52
90 74 10 101
91 85 53 28
92 81 12 4 50 19 84
93 75 14 59 66 16 50
94 31 30 69 85
95 62 11 51 68 7
96 74 100 70 78 77
97 72 32 37 44 29
98 76 85 75
99 52 8 63
100 74 9 86
101 97 24 91 61
102 44 51 7 81 44
103 20 7 78 67
104 48 73 71 39
105 44 5 53 71
106 76 46 39 44 38 48
107 46 91 38 15 61
108 35 79
109 77 11
110 49 88 47 34
111 76 50 47
112 98 66 53
113 40 12 34 51
114 97 91 26 89
115 83 31 96 72 68
116 81 60 97 89 18 91
117 40 29
118 19 39 37 58 56 84
119 76 64 34 97 50
120 27 10 7 15
121 95 101
122 22 32 33
123 96 83 66
124 80 17 43 70 80
125 14 54 94 36 39 29
126 36 1 27
127 2 7
128 24 32 15
129 44 32
130 34 67
131 29 46 11 45
132 72 54 42 14 55
133 52 73 56
134 26 19 76 58 98
135 49 36
136 39 42 61 71 57
137 95 45 83 15 64
138 39 95 59 20 46 12
139 72 74 3 31 68
140 33 15 27 11 57
141 68 97 65 34
142 56 12 30 25 42
143 63 76 15 68
144 25 51 30 33
145 98 43 49 15 33 93
146 37 78 34 61 9 27
147 75 26 54 92 96 10
148 63 92 1 80 46
149 13 95
150 78 72 33 83 13
151 67 45 18
152 10 100
153 9 99 61 66 72 101
154 78 48 82 11 44
155 66 37 24
156 62 16
157 86 96 38 99 62 63
158 15 64 67 35 33
159 85 73 49 59 47
160 22 9 97 68 37 11
161 23 62
162 17 35 37 90 40
163 76 66 2 46
164 10 78
165 90 39
166 97 6 50 90 39 78
167 52 64 99 46 16 68
168 38 99 77 84 1
169 67 35 17 91 68 56
170 89 38 11 10 81
171 14 12 42
172 44 37 7 85 35 91
173 60 75 85 89 22
174 98 64 79 77 3 78
175 100 5 67
176 37 5
177 51 45 31
178 98 30 73
179 93 92 65
180 18 9 92 100 24 70
181 8 52 77 86
182 63 73 70 66
183 66 14 3
184 29 64
185 45 73 48 20
186 27 58 77 84
187 99 56
188 76 98 101 56 12
189 38 75 24 41 79 31
190 64 2 93 56 73 59
191 5 38 72 7 44 78
192 64 11 19 72 97 34
193 1 40 58 91 6
194 6 96 61 28
195 98 41 52
196 66 73
197 100 56 91
198 69 16 36 95
199 36 51 29 15 27
200 71 24 83 100 54 64
201 53 54
202 39 96 39
203 87 39 14
204 90 68 2 95 5
205 14 1
206 7 18 85 39 68 19
207 36 46 42 4
208 53 24 96 99 40 90
209 22 36 73 4 55
210 39 94
211 93 5 90
212 71 13 88 35 27
213 92 85 5 13
214 50 4
215 79 100 51 75 82 78
216 11 26 86
217 47 19 84 20 86
218 64 57 2 15 84
219 70 41 53
220 96 34
221 7 21 57 40 47
222 64 15
223 31 98
224 82 62 47 98 35 87
225 67 81
226 40 80 67 44 51 26
227 48 53 83 22 92 13
228 86 72
229 37 70 25 94 81 48
230 59 8
231 59 48 36 79 20
232 16 16 31 66 45 100
233 79 39
234 20 24 5
235 47 11 72 89 81
236 33 75 36
237 94 49 28 13
238 70 101 31 98
239 2 46 34 43
240 13 73 35 23 13
241 33 93 52 2
242 93 93
243 1 87
244 9 7
245 14 100 79 18 30
246 7 29
247 75 52
248 15 59 46 16 11
249 30 69 33 23 48 90
250 37 61 11 70
251 21 86 71 75 60
252 75 63
253 6 14 23 40
254 92 74 45
255 64 61
256 40 67
257 100 4 61
258 87 100 27
259 7 24 20 73
260 5 50
261 50 81 11 74 89 97
262 16 45 19
263 53 98 35 19
264 41 66 41 82 95
265 14 9 47
266 26 39 99 90
267 5 16
268 34 44 42
269 76 91 10 99 70
270 29 78 12 6 32
271 34 89 24
272 38 8 19 37 56 44
273 5 57
274 37 31 56 100 47 97
275 91 94 47 95 31 59
276 67 17 62 71 10
277 82 18
278 41 55 95 21
279 70 101 5 14
280 69 82
281 54 63
282 13 54 76 99 74
283 97 10 15 95 93
284 79 36 39
285 67 27 19 80
286 100 66
287 19 76 89 47
288 63 19 33
289 46 67 19
290 96 35 52
291 75 18 86
292 72 62 86 2
293 48 32 15 67
294 43 9 36
295 35 38
296 76 101 29
297 74 38
298 64 6 80
299 98 19 20
300 42 15 40 59 18
301 16 29 98 32
302 13 65 91 64 85
303 11 6 73 47 8
304 3 33 63 10 84
305 33 65 49
306 37 78
307 15 73 68 47 89 74
308 71 71 28 65 72 99
309 29 4 38
310 58 31 95
311 1 41 38 18
312 69 44 57 82
313 88 90 73
314 51 5
315 66 66 26 19 25
316 50 71 68 53 91 79
317 75 91
318 6 5 38
319 60 33 20 83 47
320 75 34 8 80 99 58
321 86 28 26 8 55 82
322 29 59 66 68 17
323 13 5 63 12 98 17
324 64 51
325 30 77 86
326 43 93 57 7
327 26 97 47 18
328 95 39 30 16 63 78
329 25 101
330 22 15 18
331 66 63
332 6 72 32
333 49 67 11
334 90 49 7 79 64 23
335 21 92
336 16 21 9
337 89 35 12 45 47
338 25 96 47 77 94
339 58 32 16 94 29 65
340 74 40 44 32
341 43 53 77 71
342 44 55 96 64 22 19
343 79 92 80 79 46 49
344 87 12 42 99 52
345 52 6
346 93 59 28 63
347 72 65 66 29 8 13
348 67 67 23 93
349 96 14 38 87 70 83
350 25 72 85 61
351 47 68 50 47
352 7 57
353 86 100 92
354 37 99 33 24 35 46
355 4 46 57 5 22 80
356 47 24
357 59 53 33 54 79
358 64 56 57 90 37 65
359 71 81 75 78
360 15 6 97 12
361 51 98
362 47 52 11 93 16
363 28 74 84 43 90
364 46 34
365 8 95 21 23 78
366 92 83 22 20 11
367 6 2 65 1 95 41
368 22 4 75 57 94
369 73 80
370 46 22
371 79 3 42
372 15 87 14 63 27 34
373 81 5 10 65 37 72
374 84 26 99 93 34 91
375 95 12 31 11 74
376 24 88 3 11 32
377 81 70 91
378 4 7 51 100
379 96 62 91
380 11 12 15 62
381 34 8 95 76 94
382 4 4 21
383 7 87 91 29 31
384 92 30 65 6 74 75
385 47 58 35 9
386 33 80 36 15
387 39 101 34 41 58 27
388 83 27 30
389 28 4 86 88 22 27
390 100 88 35 3 90
391 65 93 52 80
392 70 54 14 15 101
393 34 68
394 47 25 65 90 88 52
395 38 68
396 19 57 80 26
397 20 18 63 2 10
398 81 74 79 1
399 78 90 1
400 51 99
401 2 100 89
402 100 74
403 39 18 11 90
404 54 78 89 12 30 38
405 95 37 17 66 30 21
406 64 17 19
407 55 94 88
408 80 63
409 42 88 29 86 56
410 3 56 42 32 59 7
411 26 57
412 47 25 15 40 42
413 22 90 100 7 17 2
414 66 9 69 42
415 32 55 24 43
416 91 37 88 93 26 78
417 81 74 33 80 83
418 81 92
419 100 73 23
420 69 8
421 65 73 68 80 44
422 51 97 15
423 87 82
424 33 68
425 72 51 61 41 31 24
426 55 83 77
427 91 88 7 16 57
428 95 94
429 39 78 35 50 28
430 40 100 54 76
431 33 35 76 24 10
432 61 63 71 35 51
433 78 24
434 57 64 73 68 88 48
435 28 78 86 61
436 39 62 7 53 50 71
437 10 101 13
438 12 39 82
439 9 92 93 74 3 39
440 4 19
441 92 52
442 87 56 94 96
443 11 23 2 88 90
444 7 7 56
445 94 30 101
446 94 18
447 60 74
448 54 74
449 91 43
450 41 67 29 49 9 84
451 53 79 73 28 67
452 44 100 29 31
453 73 23
454 78 28 79 38 87 50
455 14 49
456 38 24 6 54
457 85 76 95 56 43 58
458 43 96 25 70 36 58
459 77 21 70
460 83 44 98 72 66
461 97 72 15 49 47 22
462 87 22 59 94
463 35 4 13 32
464 51 62 87 42 84
465 36 60
466 57 67 45 53 12
467 68 2 91
468 33 9 3 60 57
469 97 73 59 6 2 95
470 88 72 16 32 8 37
471 26 60 88
472 20 48 87 1
473 65 33 70 72 86 48
474 58 4
475 91 97 27
476 75 33
477 36 42
478 99 79
479 68 25 51 59 26
480 21 94
481 90 70 25
482 46 46 96 17
483 97 24 35
484 68 97 25
485 85 61 21 74
486 18 59
487 19 101 69 62
488 53 60
489 14 42 3
490 33 11 35 81 63
491 18 94
492 89 58 56 30 10 21
493 38 98 24 11 53 29
494 2 59 40 101 21
495 75 94 54 24
496 33 54 57 76 78 39
497 76 62 75 32 39
498 19 20 87 66
499 88 67 91 61
500 14 2 37 17
501 38 8 45 99 66
502 21 84 25 39
503 25 9 18 24 3
504 10 37
505 86 34 47
506 89 31 54 70 80 93
507 65 55
508 59 42 85
509 8 77 74 70
510 57 30 17
511 37 20 37
512 89 23
513 59 48 74 29 58 80
514 80 56
515 67 41 37 49 70 32
516 56 90 48 28 100
517 11 65 50 81 63 21
518 42 25 95 11
519 35 28
520 17 25 2 93 9 22
521 58 8 85 4 79 42
522 94 70 15 34 90
523 64 57 45
524 50 26
525 50 92
526 98 60 52 50
527 16 31 73
528 57 78 50 61 86
529 70 59 28 24 70
530 31 85 86 71
531 91 54 46 74 101 37
532 64 91 30 3 25
533 24 29 53
534 3 46 38 8
535 31 68 89
536 58 18 12 9 64 11
537 16 31 15
538 51 73
539 60 55
540 32 14 16 72 63 83
541 9 21 55 43 98 89
542 82 22
543 69 74 6 59
544 29 58 48
545 30 89 67 51 71 95
546 66 78 101 19 96 99
547 55 54 39 62 31
548 64 62
549 74 84 11
550 58 15 14
551 69 66 37
552 56 55 79 94 44
553 83 59 9 72 75
554 15 94 89 12
555 27 52 24 32
556 22 58 60 49 39
557 81 61 27
558 48 73 69 4 94
559 67 64
560 35 84 81 52 5 60
561 64 60 72 10
562 81 94 68 84 20
563 35 5 21 61 22 84
564 70 28 19 81
565 86 101 66 92 67 45
566 30 6 47 69 24
567 54 36
568 20 64 93 73
569 93 78 79 67
570 8 97 17 41 60 61
571 10 68
572 3 26 101
573 88 98 51
574 88 78 76 61 17 95
575 29 23 91 42 100 36
576 51 50 31
577 35 38 9 58
578 82 44 8
579 62 40
580 10 57 59 8 70
581 81 38
582 90 82
583 89 64 51 96
584 23 15 14 47
585 71 80 84
586 9 85
587 7 88 100
588 37 60
589 10 91 28 82
590 66 3 96 74 85
591 21 45 100 94 85 81
592 73 46
593 25 96 40 3
594 49 63 101 67 91 78
595 99 2 24 62 95
596 88 57 25 53 50 28
597 30 6 52 26
598 49 79 46 5 99 51
599 58 9 67 90 66
600 54 71 15
601 46 84 85 95
602 66 3 6
603 79 25 42
604 70 38 19 58 48
605 40 16
606 95 10 91 42 20
607 3 49 85 57 79 95
608 5 42
609 49 29 8 77 68
610 39 55 93 41 5
611 45 89 15
612 30 42 87 86 21 92
613 49 48 72
614 74 48
615 40 96 41 43
616 78 100 56 59 11
617 67 25 66 79 88 32
618 72 32 42 16 46 22
619 49 28
620 58 12 80 97 21 98
621 95 97 99 82
622 93 77
623 56 33 17 40
624 83 13 92 11 41
625 89 73
626 1 69 94
627 10 15 38 17
628 84 96
629 27 65 81 49 62 100
630 10 43 36 49 11 27
631 67 27 51 10 58
632 65 72 23 73 101 6
633 21 71 89 69 25 7
634 99 29 75 62 2 34
635 95 79 38
636 94 11 7 25
637 10 70 33 24 94 14
638 87 96 18
639 21 76 9
640 40 23
641 75 42 21 2 25 62
642 86 30 69 73 13 83
643 75 10 73 28
644 4 58 22 70
645 88 38
646 29 46 82 57 87
647 4 26 78
648 42 49 59 68 11
649 5 73 88 78 50 58
650 52 43
651 8 43 29 54 86 17
652 41 19 37 6 36 35
653 35 101 98 2 69
654 50 50 22 52
655 98 11 70 90
656 58 63 26 79 38 64
657 95 46 31 55 38
658 86 98 25 43
659 93 12 90 29
660 71 46 6 47 19
661 41 100 77 70 98
662 37 9 78 82 93 74
663 99 92 8
664 17 41 101 16
665 33 32 7 18 3
666 68 9 29
667 51 84 90 62 34 64
668 48 16 30 34 18
669 82 76 24 75 14 80
670 54 43
671 33 13 9 59 15
672 27 31
673 29 57 66 1
674 40 45 18 27 101 84
675 86 54 52 51
676 39 73
677 92 32 83 9 55
678 19 88 84 22
679 47 56 4 101 91
680 90 100 26 76 36 27
681 37 10 83
682 37 22 7
683 58 22
684 62 79 65 93 91
685 85 101 75 11 2
686 88 87 25 97 12
687 38 80 38
688 16 87 5 38 59
689 6 76 99 18 30
690 43 45 89 29 76
691 86 64
692 65 45 37 17 21 15
693 33 97 69 5 53 49
694 25 92 66 51
695 58 12 37 22 14
696 50 93 4 92
697 40 99 44 81
698 42 44 88 89 67
